"agno";"city";"dato"
"2009";"Antofagasta";43,6
"2009";"Arica";45,6
"2009";"Chillán";47,7
"2009";"Copiapo";47,3
"2009";"Coyhaique";55,7
"2009";"Gran Concepcion";48,9
"2009";"Gran Coquimbo";47,8
"2009";"Gran Santiago";44,8
"2009";"Iquique - Alto Hospicio";45,4
"2009";"Puerto Montt - Varas";53,5
"2009";"Punta Arenas";55,4
"2009";"Rancagua - Machalí";45,5
"2009";"Talca - Maule";45,7
"2009";"Temuco";49
"2009";"Valdivia";53,8
"2009";"Valparaíso Metropolitano";47,5
