"agno";"city";"dato"
"2012";"Antofagasta";48,5
"2012";"Arica";41,4
"2012";"Chillán";45,8
"2012";"Copiapo";52,6
"2012";"Coyhaique";55,1
"2012";"Gran Concepcion";52,5
"2012";"Gran Coquimbo";48,8
"2012";"Gran Santiago";48,1
"2012";"Iquique - Alto Hospicio";47,6
"2012";"Puerto Montt - Varas";52,1
"2012";"Punta Arenas";57,2
"2012";"Rancagua - Machalí";49,5
"2012";"Talca - Maule";50
"2012";"Temuco";52,5
"2012";"Valdivia";46,6
"2012";"Valparaíso Metropolitano";50,4
