"agno";"city";"dato"
"2016";"Antofagasta";48,9
"2016";"Arica";45,3
"2016";"Chillán";53,2
"2016";"Copiapo";48,9
"2016";"Coyhaique";50,2
"2016";"Gran Concepcion";54,7
"2016";"Gran Coquimbo";49,7
"2016";"Gran Santiago";49,3
"2016";"Iquique - Alto Hospicio";48,9
"2016";"Puerto Montt - Varas";56,3
"2016";"Punta Arenas";55
"2016";"Rancagua - Machalí";49,3
"2016";"Talca - Maule";54
"2016";"Temuco";52,7
"2016";"Valdivia";53,4
"2016";"Valparaíso Metropolitano";51,2
