"agno";"city";"dato"
"2011";"Antofagasta";46,5
"2011";"Arica";49,6
"2011";"Chillán";52,2
"2011";"Copiapo";47,6
"2011";"Coyhaique";54,7
"2011";"Gran Concepcion";51,5
"2011";"Gran Coquimbo";49,9
"2011";"Gran Santiago";47,8
"2011";"Iquique - Alto Hospicio";45,9
"2011";"Puerto Montt - Varas";50,7
"2011";"Punta Arenas";55,1
"2011";"Rancagua - Machalí";50,4
"2011";"Talca - Maule";51,3
"2011";"Temuco";52,9
"2011";"Valdivia";54,4
"2011";"Valparaíso Metropolitano";48,4
