"agno";"comuna";"nom_com";"city";"dato"
"2020";1101;"Iquique";"Iquique - Alto Hospicio";50,9
"2020";1107;"Alto Hospicio";"Iquique - Alto Hospicio";53,7
"2020";2101;"Antofagasta";"Antofagasta";49,2
"2020";3101;"Copiapó";"Copiapo";52,7
"2020";4101;"La Serena";"Gran Coquimbo";52,7
"2020";4102;"Coquimbo";"Gran Coquimbo";54,8
"2020";5101;"Valparaíso";"Valparaíso Metropolitano";53,1
"2020";5103;"Concón";"Valparaíso Metropolitano";51,6
"2020";5109;"Viña del Mar";"Valparaíso Metropolitano";53,6
"2020";5801;"Quilpué";"Valparaíso Metropolitano";51,5
"2020";5804;"Villa Alemana";"Valparaíso Metropolitano";51
"2020";6101;"Rancagua";"Rancagua - Machalí";51,4
"2020";6108;"Machalí";"Rancagua - Machalí";53,8
"2020";7101;"Talca";"Talca - Maule";52,7
"2020";7105;"Maule";"Talca - Maule";55,4
"2020";8101;"Concepción";"Gran Concepcion";57,3
"2020";8102;"Coronel";"Gran Concepcion";55,2
"2020";8103;"Chiguayante";"Gran Concepcion";58,4
"2020";8106;"Lota";"Gran Concepcion";63,6
"2020";8107;"Penco";"Gran Concepcion";52,7
"2020";8108;"San Pedro de la Paz";"Gran Concepcion";49,1
"2020";8110;"Talcahuano";"Gran Concepcion";50,5
"2020";8111;"Tomé";"Gran Concepcion";57,9
"2020";8112;"Hualpén";"Gran Concepcion";57,8
"2020";9101;"Temuco";"Temuco";55,9
"2020";9112;"Padre Las Casas";"Temuco";57,5
"2020";10101;"Puerto Montt";"Puerto Montt - Varas";55,9
"2020";10109;"Puerto Varas";"Puerto Montt - Varas";55,5
"2020";11101;"Coihaique";"Coyhaique";53
"2020";12101;"Punta Arenas";"Punta Arenas";50,6
"2020";13101;"Santiago";"Gran Santiago";44
"2020";13102;"Cerrillos";"Gran Santiago";52,4
"2020";13103;"Cerro Navia";"Gran Santiago";55
"2020";13104;"Conchalí";"Gran Santiago";56,8
"2020";13105;"El Bosque";"Gran Santiago";53,9
"2020";13106;"Estación Central";"Gran Santiago";50
"2020";13107;"Huechuraba";"Gran Santiago";45,2
"2020";13108;"Independencia";"Gran Santiago";49,3
"2020";13109;"La Cisterna";"Gran Santiago";46,8
"2020";13110;"La Florida";"Gran Santiago";52,7
"2020";13111;"La Granja";"Gran Santiago";58,2
"2020";13112;"La Pintana";"Gran Santiago";51,7
"2020";13113;"La Reina";"Gran Santiago";47,6
"2020";13114;"Las Condes";"Gran Santiago";44,7
"2020";13115;"Lo Barnechea";"Gran Santiago";54,1
"2020";13116;"Lo Espejo";"Gran Santiago";56,1
"2020";13117;"Lo Prado";"Gran Santiago";55,3
"2020";13118;"Macul";"Gran Santiago";50,7
"2020";13119;"Maipú";"Gran Santiago";49,6
"2020";13120;"Ñuñoa";"Gran Santiago";47,8
"2020";13121;"Pedro Aguirre Cerda";"Gran Santiago";48
"2020";13122;"Peñalolén";"Gran Santiago";55,5
"2020";13123;"Providencia";"Gran Santiago";44,8
"2020";13124;"Pudahuel";"Gran Santiago";57,6
"2020";13125;"Quilicura";"Gran Santiago";50,9
"2020";13126;"Quinta Normal";"Gran Santiago";46,1
"2020";13127;"Recoleta";"Gran Santiago";50
"2020";13128;"Renca";"Gran Santiago";54,2
"2020";13129;"San Joaquín";"Gran Santiago";47
"2020";13130;"San Miguel";"Gran Santiago";45,9
"2020";13131;"San Ramón";"Gran Santiago";49,4
"2020";13132;"Vitacura";"Gran Santiago";42
"2020";13201;"Puente Alto";"Gran Santiago";54,1
"2020";13401;"San Bernardo";"Gran Santiago";50,6
"2020";14101;"Valdivia";"Valdivia";51,7
"2020";15101;"Arica";"Arica";49,3
"2020";16101;"Chillán";"Chillán";55,5
"2020";16102;"Bulnes";"Chillán";54,7
"2020";16103;"Chillán Viejo";"Chillán";61,8
"2020";16301;"San Carlos";"Chillán";51,7
"2020";16305;"San Nicolás";"Chillán";58,1
