"agno";"comuna";"nom_com";"city";"dato"
"2013";1101;"Iquique";"Iquique - Alto Hospicio";45,9
"2013";1107;"Alto Hospicio";"Iquique - Alto Hospicio";51,2
"2013";2101;"Antofagasta";"Antofagasta";47,9
"2013";3101;"Copiapó";"Copiapo";53,8
"2013";4101;"La Serena";"Gran Coquimbo";51,4
"2013";4102;"Coquimbo";"Gran Coquimbo";48,5
"2013";5101;"Valparaíso";"Valparaíso Metropolitano";54,3
"2013";5103;"Concón";"Valparaíso Metropolitano";55,2
"2013";5109;"Viña del Mar";"Valparaíso Metropolitano";52,6
"2013";5801;"Quilpué";"Valparaíso Metropolitano";45,9
"2013";5804;"Villa Alemana";"Valparaíso Metropolitano";44,5
"2013";6101;"Rancagua";"Rancagua - Machalí";49,5
"2013";6108;"Machalí";"Rancagua - Machalí";51,6
"2013";7101;"Talca";"Talca - Maule";55
"2013";7105;"Maule";"Talca - Maule";45,6
"2013";8101;"Concepción";"Gran Concepcion";51
"2013";8102;"Coronel";"Gran Concepcion";52
"2013";8103;"Chiguayante";"Gran Concepcion";53,7
"2013";8106;"Lota";"Gran Concepcion";56,5
"2013";8107;"Penco";"Gran Concepcion";54,8
"2013";8108;"San Pedro de la Paz";"Gran Concepcion";54,2
"2013";8110;"Talcahuano";"Gran Concepcion";52,2
"2013";8111;"Tomé";"Gran Concepcion";59,2
"2013";8112;"Hualpén";"Gran Concepcion";54,7
"2013";9101;"Temuco";"Temuco";52,7
"2013";9112;"Padre Las Casas";"Temuco";47,2
"2013";10101;"Puerto Montt";"Puerto Montt - Varas";51,5
"2013";10109;"Puerto Varas";"Puerto Montt - Varas";52
"2013";11101;"Coihaique";"Coyhaique";58,2
"2013";12101;"Punta Arenas";"Punta Arenas";53,8
"2013";13101;"Santiago";"Gran Santiago";48
"2013";13102;"Cerrillos";"Gran Santiago";56,7
"2013";13103;"Cerro Navia";"Gran Santiago";49,4
"2013";13104;"Conchalí";"Gran Santiago";50,7
"2013";13105;"El Bosque";"Gran Santiago";52,6
"2013";13106;"Estación Central";"Gran Santiago";52,8
"2013";13107;"Huechuraba";"Gran Santiago";49,4
"2013";13108;"Independencia";"Gran Santiago";46,6
"2013";13109;"La Cisterna";"Gran Santiago";49,3
"2013";13110;"La Florida";"Gran Santiago";52
"2013";13111;"La Granja";"Gran Santiago";49,1
"2013";13112;"La Pintana";"Gran Santiago";50,1
"2013";13113;"La Reina";"Gran Santiago";49,6
"2013";13114;"Las Condes";"Gran Santiago";47,2
"2013";13115;"Lo Barnechea";"Gran Santiago";51,3
"2013";13116;"Lo Espejo";"Gran Santiago";49
"2013";13117;"Lo Prado";"Gran Santiago";50,9
"2013";13118;"Macul";"Gran Santiago";49,5
"2013";13119;"Maipú";"Gran Santiago";50,6
"2013";13120;"Ñuñoa";"Gran Santiago";45,8
"2013";13121;"Pedro Aguirre Cerda";"Gran Santiago";45,9
"2013";13122;"Peñalolén";"Gran Santiago";49,9
"2013";13123;"Providencia";"Gran Santiago";48,5
"2013";13124;"Pudahuel";"Gran Santiago";50,1
"2013";13125;"Quilicura";"Gran Santiago";50
"2013";13126;"Quinta Normal";"Gran Santiago";48
"2013";13127;"Recoleta";"Gran Santiago";50,1
"2013";13128;"Renca";"Gran Santiago";51,1
"2013";13129;"San Joaquín";"Gran Santiago";55
"2013";13130;"San Miguel";"Gran Santiago";50,3
"2013";13131;"San Ramón";"Gran Santiago";45,3
"2013";13132;"Vitacura";"Gran Santiago";40
"2013";13201;"Puente Alto";"Gran Santiago";46,2
"2013";13401;"San Bernardo";"Gran Santiago";48,7
"2013";14101;"Valdivia";"Valdivia";58,6
"2013";15101;"Arica";"Arica";47,6
"2013";16101;"Chillán";"Chillán";50,1
"2013";16102;"Bulnes";"Chillán";56,1
"2013";16103;"Chillán Viejo";"Chillán";52,8
"2013";16301;"San Carlos";"Chillán";57,6
"2013";16305;"San Nicolás";"Chillán";51,3
