"agno";"city";"tasa"
2002;"Antofagasta";100,139483715491
2002;"Arica";90,7403961724157
2002;"Chillán";113,824533504147
2002;"Copiapo";96,1907039672499
2002;"Coyhaique";92,3276612070251
2002;"Gran Concepcion";100,993314927733
2002;"Gran Coquimbo";69,0589609694651
2002;"Gran Santiago";80,0004294037301
2002;"Iquique - Alto Hospicio";99,038119450399
2002;"Puerto Montt - Varas";101,336037391362
2002;"Punta Arenas";89,1107361960391
2002;"Rancagua - Machalí";98,8921420605338
2002;"Talca - Maule";94,7068280908848
2002;"Temuco";87,1793456652313
2002;"Valdivia";84,1688336244483
2002;"Valparaíso Metropolitano";90,9989090739111
