"agno";"city";"tasa"
2007;"Antofagasta";99,9717187796323
2007;"Arica";59,3396691682027
2007;"Chillán";91,6019094432709
2007;"Copiapo";65,1601480954971
2007;"Coyhaique";67,0920694774333
2007;"Gran Concepcion";94,1967793983696
2007;"Gran Coquimbo";71,4067017333413
2007;"Gran Santiago";78,1519887951444
2007;"Iquique - Alto Hospicio";70,8728818596066
2007;"Puerto Montt - Varas";85,5430646589069
2007;"Punta Arenas";96,1267705527849
2007;"Rancagua - Machalí";84,7265404475074
2007;"Talca - Maule";79,3237557549763
2007;"Temuco";78,3604427019966
2007;"Valdivia";75,7364377268302
2007;"Valparaíso Metropolitano";86,3875801438677
