"agno";"city";"tasa"
2004;"Antofagasta";87,9382814161802
2004;"Arica";70,40366762391
2004;"Chillán";102,237170146165
2004;"Copiapo";77,8872914086042
2004;"Coyhaique";79,1160891472134
2004;"Gran Concepcion";83,1161541024861
2004;"Gran Coquimbo";72,1217665828676
2004;"Gran Santiago";80,4772963026998
2004;"Iquique - Alto Hospicio";100,053781244516
2004;"Puerto Montt - Varas";76,8326855594946
2004;"Punta Arenas";107,883469360933
2004;"Rancagua - Machalí";83,2656701956489
2004;"Talca - Maule";169,647098639861
2004;"Temuco";82,5399163982948
2004;"Valdivia";87,7304861813636
2004;"Valparaíso Metropolitano";89,8675514477862
