"agno";"city";"tasa"
2009;"Antofagasta";101,074955046723
2009;"Arica";63,2778853239218
2009;"Chillán";93,1101059247619
2009;"Copiapo";79,7186622542729
2009;"Coyhaique";99,2298476391412
2009;"Gran Concepcion";92,4909055612106
2009;"Gran Coquimbo";57,8544288526764
2009;"Gran Santiago";73,9046066117322
2009;"Iquique - Alto Hospicio";87,3611480425897
2009;"Puerto Montt - Varas";84,8995297414713
2009;"Punta Arenas";85,2642993825289
2009;"Rancagua - Machalí";80,1176589211688
2009;"Talca - Maule";85,2727776891301
2009;"Temuco";81,0274324228265
2009;"Valdivia";87,8025526896384
2009;"Valparaíso Metropolitano";81,6819457325203
