"agno";"city";"tasa"
2008;"Antofagasta";97,2542432796219
2008;"Arica";66,5934625412463
2008;"Chillán";94,9619078624967
2008;"Copiapo";70,7939963906626
2008;"Coyhaique";71,047720691838
2008;"Gran Concepcion";84,6313257696869
2008;"Gran Coquimbo";62,3155583819484
2008;"Gran Santiago";72,9796663039441
2008;"Iquique - Alto Hospicio";94,281930506953
2008;"Puerto Montt - Varas";80,2030579079403
2008;"Punta Arenas";92,2840738342663
2008;"Rancagua - Machalí";93,3775636163085
2008;"Talca - Maule";92,4186445113694
2008;"Temuco";86,6388344467092
2008;"Valdivia";75,2464169835992
2008;"Valparaíso Metropolitano";95,8444764831293
