"agno";"city";"tasa"
2011;"Antofagasta";89,6215413823836
2011;"Arica";63,8844450111255
2011;"Chillán";98,6291496092623
2011;"Copiapo";58,7436524169498
2011;"Coyhaique";83,9632269069019
2011;"Gran Concepcion";78,9478292267739
2011;"Gran Coquimbo";61,9838570631552
2011;"Gran Santiago";73,4069376202259
2011;"Iquique - Alto Hospicio";72,9512273388519
2011;"Puerto Montt - Varas";72,1676957781294
2011;"Punta Arenas";84,2439478716309
2011;"Rancagua - Machalí";82,9814820380888
2011;"Talca - Maule";79,7645586951611
2011;"Temuco";70,4977196140671
2011;"Valdivia";69,0408963321943
2011;"Valparaíso Metropolitano";73,0625289410809
