"agno";"city";"tasa"
2020;"Antofagasta";70,7937026911042
2020;"Arica";70,3263622852158
2020;"Chillán";88,7687782196636
2020;"Copiapo";66,2558109925578
2020;"Coyhaique";52,3332294973427
2020;"Gran Concepcion";68,8474049241119
2020;"Gran Coquimbo";62,6990709953585
2020;"Gran Santiago";65,0841988839205
2020;"Iquique - Alto Hospicio";71,574462912929
2020;"Puerto Montt - Varas";60,1692957330706
2020;"Punta Arenas";67,5318030750908
2020;"Rancagua - Machalí";73,4477889413955
2020;"Talca - Maule";54,4985198874931
2020;"Temuco";63,4789922253587
2020;"Valdivia";58,8236879780337
2020;"Valparaíso Metropolitano";72,8932367070654
