"agno";"city";"comuna";"tasa"
2012;"Antofagasta";2101;85,100150750762
2012;"Arica";15101;62,0453838864967
2012;"Chillán";16101;72,8760340807595
2012;"Chillán";16102;115,963422207879
2012;"Chillán";16103;54,7051482333594
2012;"Chillán";16301;107,204291183926
2012;"Chillán";16305;68,0440088567017
2012;"Copiapo";3101;81,6203447065974
2012;"Coyhaique";11101;83,3861706812028
2012;"Gran Concepcion";8101;71,9543692971244
2012;"Gran Concepcion";8102;73,9085661852701
2012;"Gran Concepcion";8103;69,7774320554118
2012;"Gran Concepcion";8106;91,0411352353962
2012;"Gran Concepcion";8107;84,1880427826188
2012;"Gran Concepcion";8108;71,93723105512
2012;"Gran Concepcion";8110;77,189345326645
2012;"Gran Concepcion";8111;64,2514726109469
2012;"Gran Concepcion";8112;86,3251432323451
2012;"Gran Coquimbo";4101;61,7139780925493
2012;"Gran Coquimbo";4102;67,8472357393082
2012;"Gran Santiago";13101;68,2408506404479
2012;"Gran Santiago";13102;59,384662526705
2012;"Gran Santiago";13103;97,8335634350677
2012;"Gran Santiago";13104;80,211545273381
2012;"Gran Santiago";13105;72,874463542716
2012;"Gran Santiago";13106;82,5321119468932
2012;"Gran Santiago";13107;78,2277132136481
2012;"Gran Santiago";13108;104,27776151836
2012;"Gran Santiago";13109;64,2571894051529
2012;"Gran Santiago";13110;63,9780323595069
2012;"Gran Santiago";13111;70,3583465868425
2012;"Gran Santiago";13112;92,4835356733659
2012;"Gran Santiago";13113;43,0900790441194
2012;"Gran Santiago";13114;39,0181883894904
2012;"Gran Santiago";13115;45,6001274254965
2012;"Gran Santiago";13116;103,186381397505
2012;"Gran Santiago";13117;82,3787412836554
2012;"Gran Santiago";13118;62,6078229332387
2012;"Gran Santiago";13119;57,0363964948769
2012;"Gran Santiago";13120;58,0642409516359
2012;"Gran Santiago";13121;77,3584508994009
2012;"Gran Santiago";13122;67,2268224887817
2012;"Gran Santiago";13123;52,999292092278
2012;"Gran Santiago";13124;71,8621411280011
2012;"Gran Santiago";13125;64,800513878259
2012;"Gran Santiago";13126;73,1730651135095
2012;"Gran Santiago";13127;84,148914371745
2012;"Gran Santiago";13128;75,3573891833839
2012;"Gran Santiago";13129;81,0424562396354
2012;"Gran Santiago";13130;72,9813187287518
2012;"Gran Santiago";13131;87,8537807629506
2012;"Gran Santiago";13132;32,4541011638939
2012;"Gran Santiago";13201;63,0269193819982
2012;"Gran Santiago";13401;93,5654380002876
2012;"Iquique - Alto Hospicio";1101;90,344078807025
2012;"Iquique - Alto Hospicio";1107;55,7621130403984
2012;"Puerto Montt - Varas";10101;64,3165821108037
2012;"Puerto Montt - Varas";10109;57,3311283342813
2012;"Punta Arenas";12101;88,5325115063334
2012;"Rancagua - Machalí";6101;83,5562666881277
2012;"Rancagua - Machalí";6108;82,1901522094098
2012;"Talca - Maule";7101;75,2219387042396
2012;"Talca - Maule";7105;61,9912039631467
2012;"Temuco";9101;74,147901248487
2012;"Temuco";9112;67,5196427348633
2012;"Valdivia";14101;66,7338464268707
2012;"Valparaíso Metropolitano";5101;95,1393984164313
2012;"Valparaíso Metropolitano";5103;51,4205314955093
2012;"Valparaíso Metropolitano";5109;69,2595508318
2012;"Valparaíso Metropolitano";5801;60,2306420830309
2012;"Valparaíso Metropolitano";5804;78,0029825830374
