"agno";"city";"comuna";"tasa"
2011;"Antofagasta";2101;89,6215413823836
2011;"Arica";15101;63,8844450111255
2011;"Chillán";16101;85,3200700084991
2011;"Chillán";16102;97,1616428527096
2011;"Chillán";16103;51,4126332021515
2011;"Chillán";16301;100,433024775513
2011;"Chillán";16305;78,4619567038435
2011;"Copiapo";3101;58,7436524169498
2011;"Coyhaique";11101;83,9632269069019
2011;"Gran Concepcion";8101;74,4169084516996
2011;"Gran Concepcion";8102;63,466978355908
2011;"Gran Concepcion";8103;62,1735074591195
2011;"Gran Concepcion";8106;77,6287517134165
2011;"Gran Concepcion";8107;76,5346357251807
2011;"Gran Concepcion";8108;68,3463582102443
2011;"Gran Concepcion";8110;81,5903656908106
2011;"Gran Concepcion";8111;50,5304672218968
2011;"Gran Concepcion";8112;65,6635788723501
2011;"Gran Coquimbo";4101;53,1392699946791
2011;"Gran Coquimbo";4102;67,4556125191358
2011;"Gran Santiago";13101;63,7049560409585
2011;"Gran Santiago";13102;56,1768844765999
2011;"Gran Santiago";13103;80,3309002512352
2011;"Gran Santiago";13104;73,2845023254086
2011;"Gran Santiago";13105;76,6229944611206
2011;"Gran Santiago";13106;86,6104999348294
2011;"Gran Santiago";13107;70,1332045551243
2011;"Gran Santiago";13108;110,702897953107
2011;"Gran Santiago";13109;75,0182386981852
2011;"Gran Santiago";13110;64,6932384886872
2011;"Gran Santiago";13111;93,6677795423522
2011;"Gran Santiago";13112;97,0369951781043
2011;"Gran Santiago";13113;41,8326275871395
2011;"Gran Santiago";13114;46,0347522513427
2011;"Gran Santiago";13115;35,2033512851493
2011;"Gran Santiago";13116;100,386798174046
2011;"Gran Santiago";13117;79,8205265090996
2011;"Gran Santiago";13118;57,7522819471612
2011;"Gran Santiago";13119;57,1458488507821
2011;"Gran Santiago";13120;47,0796889659163
2011;"Gran Santiago";13121;85,5272604776356
2011;"Gran Santiago";13122;70,1238826410477
2011;"Gran Santiago";13123;53,3999405566929
2011;"Gran Santiago";13124;62,086127380904
2011;"Gran Santiago";13125;62,7001981496278
2011;"Gran Santiago";13126;77,8589532945209
2011;"Gran Santiago";13127;88,476173044847
2011;"Gran Santiago";13128;80,6668589217455
2011;"Gran Santiago";13129;63,2365529922815
2011;"Gran Santiago";13130;71,7684453256956
2011;"Gran Santiago";13131;83,3622773933036
2011;"Gran Santiago";13132;42,5404025869904
2011;"Gran Santiago";13201;68,2300811846017
2011;"Gran Santiago";13401;83,2257898374966
2011;"Iquique - Alto Hospicio";1101;75,4520216368422
2011;"Iquique - Alto Hospicio";1107;61,9672394259551
2011;"Puerto Montt - Varas";10101;70,7286392525943
2011;"Puerto Montt - Varas";10109;57,6335008354999
2011;"Punta Arenas";12101;84,2439478716309
2011;"Rancagua - Machalí";6101;81,7274000145456
2011;"Rancagua - Machalí";6108;55,5213493060434
2011;"Talca - Maule";7101;75,8417051038484
2011;"Talca - Maule";7105;85,5404276361836
2011;"Temuco";9101;69,4782817919595
2011;"Temuco";9112;58,7020386476554
2011;"Valdivia";14101;69,0408963321943
2011;"Valparaíso Metropolitano";5101;77,1647095091168
2011;"Valparaíso Metropolitano";5103;49,6728002827239
2011;"Valparaíso Metropolitano";5109;69,8813083660738
2011;"Valparaíso Metropolitano";5801;60,3589787355439
2011;"Valparaíso Metropolitano";5804;61,485114870897
