"agno";"city";"comuna";"tasa"
2018;"Antofagasta";2101;85,9169322480024
2018;"Arica";15101;69,7506633144305
2018;"Chillán";16101;75,1988092512935
2018;"Chillán";16102;64,456279318515
2018;"Chillán";16103;69,9708385274039
2018;"Chillán";16301;76,2679255472994
2018;"Chillán";16305;45,5151079837304
2018;"Copiapo";3101;74,5023559134865
2018;"Coyhaique";11101;52,5758686545677
2018;"Gran Concepcion";8101;74,0235420616919
2018;"Gran Concepcion";8102;71,1221438385526
2018;"Gran Concepcion";8103;64,9232450384603
2018;"Gran Concepcion";8106;79,8957542600403
2018;"Gran Concepcion";8107;68,3976699671728
2018;"Gran Concepcion";8108;64,2957207755205
2018;"Gran Concepcion";8110;84,882063533093
2018;"Gran Concepcion";8111;76,5596733509101
2018;"Gran Concepcion";8112;86,6504053151315
2018;"Gran Coquimbo";4101;55,2871250591421
2018;"Gran Coquimbo";4102;75,0812135571113
2018;"Gran Santiago";13101;65,1742884277214
2018;"Gran Santiago";13102;65,6657503695791
2018;"Gran Santiago";13103;88,9157020147827
2018;"Gran Santiago";13104;79,1357354332204
2018;"Gran Santiago";13105;90,1438306388367
2018;"Gran Santiago";13106;65,8209827165036
2018;"Gran Santiago";13107;89,8585669356986
2018;"Gran Santiago";13108;111,728565368528
2018;"Gran Santiago";13109;75,6453129021572
2018;"Gran Santiago";13110;53,281923337727
2018;"Gran Santiago";13111;63,6595992688774
2018;"Gran Santiago";13112;96,3655982928502
2018;"Gran Santiago";13113;22,7581818415339
2018;"Gran Santiago";13114;31,6475553815823
2018;"Gran Santiago";13115;23,0541170594847
2018;"Gran Santiago";13116;92,7886322651693
2018;"Gran Santiago";13117;92,2265673772151
2018;"Gran Santiago";13118;51,4845283547756
2018;"Gran Santiago";13119;50,8523564957613
2018;"Gran Santiago";13120;41,1230883817357
2018;"Gran Santiago";13121;87,8755158287772
2018;"Gran Santiago";13122;56,6724923741765
2018;"Gran Santiago";13123;48,7455922632111
2018;"Gran Santiago";13124;69,1162668863521
2018;"Gran Santiago";13125;73,261346141477
2018;"Gran Santiago";13126;69,0518632736303
2018;"Gran Santiago";13127;84,8504940186481
2018;"Gran Santiago";13128;82,4881425076858
2018;"Gran Santiago";13129;76,9844201405266
2018;"Gran Santiago";13130;97,3496227832648
2018;"Gran Santiago";13131;84,1552539530269
2018;"Gran Santiago";13132;28,3669375221509
2018;"Gran Santiago";13201;64,6715250713749
2018;"Gran Santiago";13401;81,0118957477584
2018;"Iquique - Alto Hospicio";1101;72,9518586309446
2018;"Iquique - Alto Hospicio";1107;57,0485153525135
2018;"Puerto Montt - Varas";10101;70,798366785511
2018;"Puerto Montt - Varas";10109;52,445255149125
2018;"Punta Arenas";12101;81,2760397954537
2018;"Rancagua - Machalí";6101;78,1931070878427
2018;"Rancagua - Machalí";6108;47,2540096981378
2018;"Talca - Maule";7101;66,2131598385652
2018;"Talca - Maule";7105;52,1983412431263
2018;"Temuco";9101;61,7966538069146
2018;"Temuco";9112;96,6851438069146
2018;"Valdivia";14101;56,400627821893
2018;"Valparaíso Metropolitano";5101;82,4356212598501
2018;"Valparaíso Metropolitano";5103;44,5714517194958
2018;"Valparaíso Metropolitano";5109;61,9734481042024
2018;"Valparaíso Metropolitano";5801;56,1622605903118
2018;"Valparaíso Metropolitano";5804;62,513711938907
