"agno";"city";"comuna";"tasa"
2005;"Antofagasta";2101;87,9537014930345
2005;"Arica";15101;76,5506067487498
2005;"Chillán";16101;89,6704422092488
2005;"Chillán";16102;104,452653261093
2005;"Chillán";16103;65,8133833952487
2005;"Chillán";16301;91,3116491937023
2005;"Chillán";16305;100,634026507176
2005;"Copiapo";3101;74,2108879881283
2005;"Coyhaique";11101;80,9259934456636
2005;"Gran Concepcion";8101;78,8463903303278
2005;"Gran Concepcion";8102;75,6497813017891
2005;"Gran Concepcion";8103;79,0340914565534
2005;"Gran Concepcion";8106;101,279455491395
2005;"Gran Concepcion";8107;76,6605084018894
2005;"Gran Concepcion";8108;57,4831343412221
2005;"Gran Concepcion";8110;84,7093887445858
2005;"Gran Concepcion";8111;82,8772011578829
2005;"Gran Concepcion";8112;74,9495771862287
2005;"Gran Coquimbo";4101;67,0956579312568
2005;"Gran Coquimbo";4102;72,8435273072854
2005;"Gran Santiago";13101;74,1301325860419
2005;"Gran Santiago";13102;75,8908588834487
2005;"Gran Santiago";13103;83,6285736592591
2005;"Gran Santiago";13104;75,5152564709114
2005;"Gran Santiago";13105;77,0679446900575
2005;"Gran Santiago";13106;89,5134064303096
2005;"Gran Santiago";13107;61,5104966150554
2005;"Gran Santiago";13108;106,555295318801
2005;"Gran Santiago";13109;59,8874113056502
2005;"Gran Santiago";13110;67,7913694330846
2005;"Gran Santiago";13111;65,3830340826702
2005;"Gran Santiago";13112;83,1054122774019
2005;"Gran Santiago";13113;48,1313077873326
2005;"Gran Santiago";13114;43,4277459921255
2005;"Gran Santiago";13115;36,0952605190264
2005;"Gran Santiago";13116;82,6237626931713
2005;"Gran Santiago";13117;54,1551830779096
2005;"Gran Santiago";13118;59,3476867884485
2005;"Gran Santiago";13119;58,1686917948854
2005;"Gran Santiago";13120;55,9874786996854
2005;"Gran Santiago";13121;80,8267346484998
2005;"Gran Santiago";13122;68,4039307839873
2005;"Gran Santiago";13123;60,7739767826453
2005;"Gran Santiago";13124;85,9172324729752
2005;"Gran Santiago";13125;73,6376957611334
2005;"Gran Santiago";13126;68,7305527307387
2005;"Gran Santiago";13127;71,6882607543457
2005;"Gran Santiago";13128;97,0853966178974
2005;"Gran Santiago";13129;61,5115564048736
2005;"Gran Santiago";13130;82,6201980772257
2005;"Gran Santiago";13131;77,8388018348546
2005;"Gran Santiago";13132;28,5245192575553
2005;"Gran Santiago";13201;67,2936133171396
2005;"Gran Santiago";13401;83,4852371213294
2005;"Iquique - Alto Hospicio";1101;79,8515488429458
2005;"Iquique - Alto Hospicio";1107;62,1337486306975
2005;"Puerto Montt - Varas";10101;98,2490709126369
2005;"Puerto Montt - Varas";10109;58,5321905367552
2005;"Punta Arenas";12101;104,667045393117
2005;"Rancagua - Machalí";6101;81,2284924984948
2005;"Rancagua - Machalí";6108;71,2732534541866
2005;"Talca - Maule";7101;76,446943594957
2005;"Talca - Maule";7105;33,6689792285746
2005;"Temuco";9101;72,0750153178816
2005;"Temuco";9112;92,1704863632802
2005;"Valdivia";14101;72,0065111510955
2005;"Valparaíso Metropolitano";5101;99,3535864352899
2005;"Valparaíso Metropolitano";5103;67,6391544088204
2005;"Valparaíso Metropolitano";5109;72,2470013332559
2005;"Valparaíso Metropolitano";5801;61,4245959382029
2005;"Valparaíso Metropolitano";5804;84,52532568647
