"agno";"city";"comuna";"tasa"
2020;"Antofagasta";2101;70,7937026911042
2020;"Arica";15101;70,3263622852158
2020;"Chillán";16101;74,3013688370503
2020;"Chillán";16102;72,4723803847673
2020;"Chillán";16103;49,7729433325568
2020;"Chillán";16301;88,2285477587604
2020;"Chillán";16305;50,4060397298327
2020;"Copiapo";3101;66,2558109925578
2020;"Coyhaique";11101;52,3332294973427
2020;"Gran Concepcion";8101;60,1820571542
2020;"Gran Concepcion";8102;67,5876299547671
2020;"Gran Concepcion";8103;45,0122091691846
2020;"Gran Concepcion";8106;66,3222140622212
2020;"Gran Concepcion";8107;76,1778194716201
2020;"Gran Concepcion";8108;57,8409021588776
2020;"Gran Concepcion";8110;66,6746475087856
2020;"Gran Concepcion";8111;55,4069914239377
2020;"Gran Concepcion";8112;54,2985694928397
2020;"Gran Coquimbo";4101;54,7591308203443
2020;"Gran Coquimbo";4102;68,4659949244057
2020;"Gran Santiago";13101;56,3491265488381
2020;"Gran Santiago";13102;65,0575810918901
2020;"Gran Santiago";13103;80,1147125534638
2020;"Gran Santiago";13104;62,8664535316359
2020;"Gran Santiago";13105;78,0528474160835
2020;"Gran Santiago";13106;52,3863402964958
2020;"Gran Santiago";13107;59,466233311967
2020;"Gran Santiago";13108;71,105875953841
2020;"Gran Santiago";13109;48,0516322555013
2020;"Gran Santiago";13110;48,5071810311845
2020;"Gran Santiago";13111;78,308272547578
2020;"Gran Santiago";13112;86,5040640407822
2020;"Gran Santiago";13113;33,0735755885872
2020;"Gran Santiago";13114;25,3225901137913
2020;"Gran Santiago";13115;25,3798622014013
2020;"Gran Santiago";13116;88,5998081485815
2020;"Gran Santiago";13117;71,1170311291911
2020;"Gran Santiago";13118;43,9903630642804
2020;"Gran Santiago";13119;55,9526128911465
2020;"Gran Santiago";13120;45,1404249971889
2020;"Gran Santiago";13121;87,5526375702017
2020;"Gran Santiago";13122;55,3136209534381
2020;"Gran Santiago";13123;43,4895549500556
2020;"Gran Santiago";13124;67,4945124536005
2020;"Gran Santiago";13125;52,1236681077181
2020;"Gran Santiago";13126;72,1995165998957
2020;"Gran Santiago";13127;72,9305454973758
2020;"Gran Santiago";13128;76,7068529085034
2020;"Gran Santiago";13129;70,7180388301753
2020;"Gran Santiago";13130;66,2456327366395
2020;"Gran Santiago";13131;93,1977782443103
2020;"Gran Santiago";13132;19,2369509119316
2020;"Gran Santiago";13201;60,6114305628874
2020;"Gran Santiago";13401;77,4046879633128
2020;"Iquique - Alto Hospicio";1101;71,1568280123959
2020;"Iquique - Alto Hospicio";1107;66,4246298079841
2020;"Puerto Montt - Varas";10101;59,1654405248198
2020;"Puerto Montt - Varas";10109;57,1903731519139
2020;"Punta Arenas";12101;67,5318030750908
2020;"Rancagua - Machalí";6101;72,1045971978751
2020;"Rancagua - Machalí";6108;51,8339879210423
2020;"Talca - Maule";7101;53,6526985205558
2020;"Talca - Maule";7105;42,4693133413286
2020;"Temuco";9101;56,5625319052775
2020;"Temuco";9112;69,559025970606
2020;"Valdivia";14101;58,8236879780337
2020;"Valparaíso Metropolitano";5101;79,8392196557312
2020;"Valparaíso Metropolitano";5103;45,136976235942
2020;"Valparaíso Metropolitano";5109;65,9524203248328
2020;"Valparaíso Metropolitano";5801;72,0544963836973
2020;"Valparaíso Metropolitano";5804;54,0135718935552
