"agno";"city";"comuna";"tasa"
2013;"Antofagasta";2101;88,2713216241769
2013;"Arica";15101;78,5749723001358
2013;"Chillán";16101;80,4875615015958
2013;"Chillán";16102;80,2258810590169
2013;"Chillán";16103;85,5333701395523
2013;"Chillán";16301;72,452405968992
2013;"Chillán";16305;70,4646581932393
2013;"Copiapo";3101;67,4183112692393
2013;"Coyhaique";11101;71,3580115022941
2013;"Gran Concepcion";8101;90,2376865698949
2013;"Gran Concepcion";8102;85,7198913578302
2013;"Gran Concepcion";8103;73,5165682660149
2013;"Gran Concepcion";8106;90,7085820102042
2013;"Gran Concepcion";8107;74,8854924277427
2013;"Gran Concepcion";8108;63,3635337827701
2013;"Gran Concepcion";8110;84,7760652901427
2013;"Gran Concepcion";8111;86,8893533476083
2013;"Gran Concepcion";8112;63,1476178998715
2013;"Gran Coquimbo";4101;67,8993339633482
2013;"Gran Coquimbo";4102;71,1249724151445
2013;"Gran Santiago";13101;67,7620444176829
2013;"Gran Santiago";13102;81,7983720702792
2013;"Gran Santiago";13103;101,901317891878
2013;"Gran Santiago";13104;74,8853011083276
2013;"Gran Santiago";13105;80,9344000210938
2013;"Gran Santiago";13106;74,5443621984331
2013;"Gran Santiago";13107;68,8262597679371
2013;"Gran Santiago";13108;118,08941879734
2013;"Gran Santiago";13109;73,8251017469385
2013;"Gran Santiago";13110;69,0695638413168
2013;"Gran Santiago";13111;71,4074430770384
2013;"Gran Santiago";13112;97,9679502873728
2013;"Gran Santiago";13113;38,1316827371186
2013;"Gran Santiago";13114;36,1378730912288
2013;"Gran Santiago";13115;31,9881566506325
2013;"Gran Santiago";13116;89,3853211024944
2013;"Gran Santiago";13117;88,1409278186969
2013;"Gran Santiago";13118;74,4373205003757
2013;"Gran Santiago";13119;64,8360562005847
2013;"Gran Santiago";13120;45,814594856387
2013;"Gran Santiago";13121;91,9938569685427
2013;"Gran Santiago";13122;64,7351535456625
2013;"Gran Santiago";13123;51,4037321398508
2013;"Gran Santiago";13124;72,8962327125846
2013;"Gran Santiago";13125;59,3559167765801
2013;"Gran Santiago";13126;93,564413251983
2013;"Gran Santiago";13127;85,0993929001443
2013;"Gran Santiago";13128;93,1264345255139
2013;"Gran Santiago";13129;82,1184859875734
2013;"Gran Santiago";13130;83,798416642168
2013;"Gran Santiago";13131;96,8548772850053
2013;"Gran Santiago";13132;31,3292129680009
2013;"Gran Santiago";13201;72,9317240844555
2013;"Gran Santiago";13401;83,6782759412196
2013;"Iquique - Alto Hospicio";1101;84,036792676499
2013;"Iquique - Alto Hospicio";1107;84,1827446335194
2013;"Puerto Montt - Varas";10101;78,680855186726
2013;"Puerto Montt - Varas";10109;55,571993740343
2013;"Punta Arenas";12101;71,6845886235854
2013;"Rancagua - Machalí";6101;80,6892991011362
2013;"Rancagua - Machalí";6108;60,6737130531208
2013;"Talca - Maule";7101;80,6788621344884
2013;"Talca - Maule";7105;45,1950478590889
2013;"Temuco";9101;76,8802129816623
2013;"Temuco";9112;96,5469419737877
2013;"Valdivia";14101;67,8849110325861
2013;"Valparaíso Metropolitano";5101;88,4572063025832
2013;"Valparaíso Metropolitano";5103;69,7477928249123
2013;"Valparaíso Metropolitano";5109;76,4316202731722
2013;"Valparaíso Metropolitano";5801;71,3335527669088
2013;"Valparaíso Metropolitano";5804;72,7632926506012
