"city","comuna","tasa"
"Copiapo",3101,79.7186622542729
"Coyhaique",11101,99.2298476391412
"Gran Concepcion",8101,73.0399442282881
"Gran Concepcion",8102,68.299320112203
"Gran Concepcion",8103,81.4500095400924
"Gran Concepcion",8106,103.167866579306
"Gran Concepcion",8107,68.48635739998
"Gran Concepcion",8108,59.3883620747882
"Gran Concepcion",8110,107.010713846334
"Gran Concepcion",8111,81.4484229290464
"Gran Concepcion",8112,75.1762935385379
"Gran Coquimbo",4101,61.6466152090439
"Gran Coquimbo",4102,51.0797568369385
"Gran Santiago",13101,63.1661948021495
"Gran Santiago",13102,77.1553492991551
"Gran Santiago",13103,98.1323520493851
"Gran Santiago",13104,71.0987875459949
"Gran Santiago",13105,88.5982831700441
"Gran Santiago",13106,85.9597590066349
"Gran Santiago",13107,85.9274971587624
"Gran Santiago",13108,105.602452736416
"Gran Santiago",13109,69.8547806175733
"Gran Santiago",13110,59.7792023850426
"Gran Santiago",13111,67.0493710290233
"Gran Santiago",13112,81.3896371054013
"Gran Santiago",13113,53.8647345055208
"Gran Santiago",13114,33.9230427325228
"Gran Santiago",13115,33.7352002049794
"Gran Santiago",13116,83.0242901520045
"Gran Santiago",13117,86.046515982302
"Gran Santiago",13118,60.590554250422
"Gran Santiago",13119,58.7121811344721
"Gran Santiago",13120,50.8173720134191
"Gran Santiago",13121,84.8245873475487
"Gran Santiago",13122,74.1923937224849
"Gran Santiago",13123,49.4616430538722
"Gran Santiago",13124,65.6285966891038
"Gran Santiago",13125,67.0268966008523
"Gran Santiago",13126,64.2658214033878
"Gran Santiago",13127,88.8273552366391
"Gran Santiago",13128,84.331505739692
"Gran Santiago",13129,65.4400171125548
"Gran Santiago",13130,60.1505498402434
"Gran Santiago",13131,106.647962376822
"Gran Santiago",13132,35.0397940896285
"Gran Santiago",13201,59.6850063015452
"Gran Santiago",13401,93.5289766002717
"Iquique - Alto Hospicio",1101,88.6130860728993
"Iquique - Alto Hospicio",1107,49.798329676844
"Puerto Montt - Varas",10101,79.3309640237149
"Puerto Montt - Varas",10109,67.0626919996832
"Punta Arenas",12101,85.2642993825289
"Rancagua - Machalí",6101,80.4095009799196
"Rancagua - Machalí",6108,47.4339946797012
"Talca - Maule",7101,86.3795039083088
"Talca - Maule",7105,52.1637621440579
"Temuco",9101,76.9731420629369
"Temuco",9112,70.3257176538069
"Valdivia",14101,87.8025526896384
"Valparaíso Metropolitano",5101,103.401479369689
"Valparaíso Metropolitano",5103,42.1617193596672
"Valparaíso Metropolitano",5109,65.8728866928809
"Valparaíso Metropolitano",5801,63.0760275466806
"Valparaíso Metropolitano",5804,62.2875202471208
"Antofagasta",2101,86.8002636301178
"Arica",15101,61.5462227441429
"Chillán",16101,84.6266645206623
"Chillán",16102,73.79667984229
"Chillán",16103,63.6069235318009
"Chillán",16301,70.6412208599336
"Chillán",16305,82.6714603031927
"Copiapo",3101,79.0375505988674
"Coyhaique",11101,80.1696209854578
"Gran Concepcion",8101,85.892071598853
"Gran Concepcion",8102,82.6979824331463
"Gran Concepcion",8103,70.7043017088344
"Gran Concepcion",8106,101.942630452874
"Gran Concepcion",8107,75.5610364388271
"Gran Concepcion",8108,62.2497923954808
"Gran Concepcion",8110,92.6921849894293
"Gran Concepcion",8111,62.3980261230251
"Gran Concepcion",8112,68.3962996733538
"Gran Coquimbo",4101,60.8769199344477
"Gran Coquimbo",4102,54.6916598893825
"Gran Santiago",13101,65.3556318688279
"Gran Santiago",13102,71.4950250891303
"Gran Santiago",13103,95.1060010984526
"Gran Santiago",13104,81.3338242427921
"Gran Santiago",13105,81.7252554238463
"Gran Santiago",13106,88.1477839259778
"Gran Santiago",13107,78.5961996410419
"Gran Santiago",13108,129.362612665084
"Gran Santiago",13109,77.2407249184963
"Gran Santiago",13110,65.4887979134152
"Gran Santiago",13111,63.8523585387202
"Gran Santiago",13112,79.8890270518554
"Gran Santiago",13113,46.8649716993844
"Gran Santiago",13114,44.703306192658
"Gran Santiago",13115,31.0531123618244
"Gran Santiago",13116,94.0672381063548
"Gran Santiago",13117,68.5578130016151
"Gran Santiago",13118,55.3975894590226
"Gran Santiago",13119,65.8252311639932
"Gran Santiago",13120,44.8991290540635
"Gran Santiago",13121,80.2777091197075
"Gran Santiago",13122,81.4353989724912
"Gran Santiago",13123,54.5550963017105
"Gran Santiago",13124,74.1529933568249
"Gran Santiago",13125,77.5922394880824
"Gran Santiago",13126,95.8269716272293
"Gran Santiago",13127,84.8120880561204
"Gran Santiago",13128,88.3368371332934
"Gran Santiago",13129,89.3850284023057
"Gran Santiago",13130,66.755749635952
"Gran Santiago",13131,108.756105742945
"Gran Santiago",13132,31.5886394261033
"Gran Santiago",13201,75.9663424107435
"Gran Santiago",13401,72.665628684786
"Iquique - Alto Hospicio",1101,79.9047919045631
"Iquique - Alto Hospicio",1107,57.1420320404177
"Puerto Montt - Varas",10101,86.0411491725595
"Puerto Montt - Varas",10109,54.5506199719842
"Punta Arenas",12101,91.1973651114942
"Rancagua - Machalí",6101,81.4522092058074
"Rancagua - Machalí",6108,51.0559148640521
"Talca - Maule",7101,88.9376066529567
"Talca - Maule",7105,44.5110131321766
"Temuco",9101,72.6853284909428
"Temuco",9112,57.2336665568146
"Valdivia",14101,93.3105631067147
"Valparaíso Metropolitano",5101,93.6728277774543
"Valparaíso Metropolitano",5103,48.0208057331785
"Valparaíso Metropolitano",5109,66.1140301728415
"Valparaíso Metropolitano",5801,72.9946552799692
"Valparaíso Metropolitano",5804,64.2644748552703
"Antofagasta",2101,89.6215413823836
"Arica",15101,63.8844450111255
"Chillán",16101,85.3200700084991
"Chillán",16102,97.1616428527096
"Chillán",16103,51.4126332021515
"Chillán",16301,100.433024775513
"Chillán",16305,78.4619567038435
"Copiapo",3101,58.7436524169498
"Coyhaique",11101,83.9632269069019
"Gran Concepcion",8101,74.4169084516996
"Gran Concepcion",8102,63.466978355908
"Gran Concepcion",8103,62.1735074591195
"Gran Concepcion",8106,77.6287517134165
"Gran Concepcion",8107,76.5346357251807
"Gran Concepcion",8108,68.3463582102443
"Gran Concepcion",8110,81.5903656908106
"Gran Concepcion",8111,50.5304672218968
"Gran Concepcion",8112,65.6635788723501
"Gran Coquimbo",4101,53.1392699946791
"Gran Coquimbo",4102,67.4556125191358
"Gran Santiago",13101,63.7049560409585
"Gran Santiago",13102,56.1768844765999
"Gran Santiago",13103,80.3309002512352
"Gran Santiago",13104,73.2845023254086
"Gran Santiago",13105,76.6229944611206
"Gran Santiago",13106,86.6104999348294
"Gran Santiago",13107,70.1332045551243
"Gran Santiago",13108,110.702897953107
"Gran Santiago",13109,75.0182386981852
"Gran Santiago",13110,64.6932384886872
"Gran Santiago",13111,93.6677795423522
"Gran Santiago",13112,97.0369951781043
"Gran Santiago",13113,41.8326275871395
"Gran Santiago",13114,46.0347522513427
"Gran Santiago",13115,35.2033512851493
"Gran Santiago",13116,100.386798174046
"Gran Santiago",13117,79.8205265090996
"Gran Santiago",13118,57.7522819471612
"Gran Santiago",13119,57.1458488507821
"Gran Santiago",13120,47.0796889659163
"Gran Santiago",13121,85.5272604776356
"Gran Santiago",13122,70.1238826410477
"Gran Santiago",13123,53.3999405566929
"Gran Santiago",13124,62.086127380904
"Gran Santiago",13125,62.7001981496278
"Gran Santiago",13126,77.8589532945209
"Gran Santiago",13127,88.476173044847
"Gran Santiago",13128,80.6668589217455
"Gran Santiago",13129,63.2365529922815
"Gran Santiago",13130,71.7684453256956
"Gran Santiago",13131,83.3622773933036
"Gran Santiago",13132,42.5404025869904
"Gran Santiago",13201,68.2300811846017
