"agno";"city";"comuna";"tasa"
2010;"Antofagasta";2101;86,8002636301178
2010;"Arica";15101;61,5462227441429
2010;"Chillán";16101;84,6266645206623
2010;"Chillán";16102;73,79667984229
2010;"Chillán";16103;63,6069235318009
2010;"Chillán";16301;70,6412208599336
2010;"Chillán";16305;82,6714603031927
2010;"Copiapo";3101;79,0375505988674
2010;"Coyhaique";11101;80,1696209854578
2010;"Gran Concepcion";8101;85,892071598853
2010;"Gran Concepcion";8102;82,6979824331463
2010;"Gran Concepcion";8103;70,7043017088344
2010;"Gran Concepcion";8106;101,942630452874
2010;"Gran Concepcion";8107;75,5610364388271
2010;"Gran Concepcion";8108;62,2497923954808
2010;"Gran Concepcion";8110;92,6921849894293
2010;"Gran Concepcion";8111;62,3980261230251
2010;"Gran Concepcion";8112;68,3962996733538
2010;"Gran Coquimbo";4101;60,8769199344477
2010;"Gran Coquimbo";4102;54,6916598893825
2010;"Gran Santiago";13101;65,3556318688279
2010;"Gran Santiago";13102;71,4950250891303
2010;"Gran Santiago";13103;95,1060010984526
2010;"Gran Santiago";13104;81,3338242427921
2010;"Gran Santiago";13105;81,7252554238463
2010;"Gran Santiago";13106;88,1477839259778
2010;"Gran Santiago";13107;78,5961996410419
2010;"Gran Santiago";13108;129,362612665084
2010;"Gran Santiago";13109;77,2407249184963
2010;"Gran Santiago";13110;65,4887979134152
2010;"Gran Santiago";13111;63,8523585387202
2010;"Gran Santiago";13112;79,8890270518554
2010;"Gran Santiago";13113;46,8649716993844
2010;"Gran Santiago";13114;44,703306192658
2010;"Gran Santiago";13115;31,0531123618244
2010;"Gran Santiago";13116;94,0672381063548
2010;"Gran Santiago";13117;68,5578130016151
2010;"Gran Santiago";13118;55,3975894590226
2010;"Gran Santiago";13119;65,8252311639932
2010;"Gran Santiago";13120;44,8991290540635
2010;"Gran Santiago";13121;80,2777091197075
2010;"Gran Santiago";13122;81,4353989724912
2010;"Gran Santiago";13123;54,5550963017105
2010;"Gran Santiago";13124;74,1529933568249
2010;"Gran Santiago";13125;77,5922394880824
2010;"Gran Santiago";13126;95,8269716272293
2010;"Gran Santiago";13127;84,8120880561204
2010;"Gran Santiago";13128;88,3368371332934
2010;"Gran Santiago";13129;89,3850284023057
2010;"Gran Santiago";13130;66,755749635952
2010;"Gran Santiago";13131;108,756105742945
2010;"Gran Santiago";13132;31,5886394261033
2010;"Gran Santiago";13201;75,9663424107435
2010;"Gran Santiago";13401;72,665628684786
2010;"Iquique - Alto Hospicio";1101;79,9047919045631
2010;"Iquique - Alto Hospicio";1107;57,1420320404177
2010;"Puerto Montt - Varas";10101;86,0411491725595
2010;"Puerto Montt - Varas";10109;54,5506199719842
2010;"Punta Arenas";12101;91,1973651114942
2010;"Rancagua - Machalí";6101;81,4522092058074
2010;"Rancagua - Machalí";6108;51,0559148640521
2010;"Talca - Maule";7101;88,9376066529567
2010;"Talca - Maule";7105;44,5110131321766
2010;"Temuco";9101;72,6853284909428
2010;"Temuco";9112;57,2336665568146
2010;"Valdivia";14101;93,3105631067147
2010;"Valparaíso Metropolitano";5101;93,6728277774543
2010;"Valparaíso Metropolitano";5103;48,0208057331785
2010;"Valparaíso Metropolitano";5109;66,1140301728415
2010;"Valparaíso Metropolitano";5801;72,9946552799692
2010;"Valparaíso Metropolitano";5804;64,2644748552703
