"agno";"city";"comuna";"tasa"
2009;"Antofagasta";2101;101,074955046723
2009;"Arica";15101;63,2778853239218
2009;"Chillán";16101;83,121464327257
2009;"Chillán";16102;84,9840946212177
2009;"Chillán";16103;90,559584849066
2009;"Chillán";16301;88,085086397239
2009;"Chillán";16305;88,9455731332729
2009;"Copiapo";3101;79,7186622542729
2009;"Coyhaique";11101;99,2298476391412
2009;"Gran Concepcion";8101;73,0399442282881
2009;"Gran Concepcion";8102;68,299320112203
2009;"Gran Concepcion";8103;81,4500095400924
2009;"Gran Concepcion";8106;103,167866579306
2009;"Gran Concepcion";8107;68,48635739998
2009;"Gran Concepcion";8108;59,3883620747882
2009;"Gran Concepcion";8110;107,010713846334
2009;"Gran Concepcion";8111;81,4484229290464
2009;"Gran Concepcion";8112;75,1762935385379
2009;"Gran Coquimbo";4101;61,6466152090439
2009;"Gran Coquimbo";4102;51,0797568369385
2009;"Gran Santiago";13101;63,1661948021495
2009;"Gran Santiago";13102;77,1553492991551
2009;"Gran Santiago";13103;98,1323520493851
2009;"Gran Santiago";13104;71,0987875459949
2009;"Gran Santiago";13105;88,5982831700441
2009;"Gran Santiago";13106;85,9597590066349
2009;"Gran Santiago";13107;85,9274971587624
2009;"Gran Santiago";13108;105,602452736416
2009;"Gran Santiago";13109;69,8547806175733
2009;"Gran Santiago";13110;59,7792023850426
2009;"Gran Santiago";13111;67,0493710290233
2009;"Gran Santiago";13112;81,3896371054013
2009;"Gran Santiago";13113;53,8647345055208
2009;"Gran Santiago";13114;33,9230427325228
2009;"Gran Santiago";13115;33,7352002049794
2009;"Gran Santiago";13116;83,0242901520045
2009;"Gran Santiago";13117;86,046515982302
2009;"Gran Santiago";13118;60,590554250422
2009;"Gran Santiago";13119;58,7121811344721
2009;"Gran Santiago";13120;50,8173720134191
2009;"Gran Santiago";13121;84,8245873475487
2009;"Gran Santiago";13122;74,1923937224849
2009;"Gran Santiago";13123;49,4616430538722
2009;"Gran Santiago";13124;65,6285966891038
2009;"Gran Santiago";13125;67,0268966008523
2009;"Gran Santiago";13126;64,2658214033878
2009;"Gran Santiago";13127;88,8273552366391
2009;"Gran Santiago";13128;84,331505739692
2009;"Gran Santiago";13129;65,4400171125548
2009;"Gran Santiago";13130;60,1505498402434
2009;"Gran Santiago";13131;106,647962376822
2009;"Gran Santiago";13132;35,0397940896285
2009;"Gran Santiago";13201;59,6850063015452
2009;"Gran Santiago";13401;93,5289766002717
2009;"Iquique - Alto Hospicio";1101;88,6130860728993
2009;"Iquique - Alto Hospicio";1107;49,798329676844
2009;"Puerto Montt - Varas";10101;79,3309640237149
2009;"Puerto Montt - Varas";10109;67,0626919996832
2009;"Punta Arenas";12101;85,2642993825289
2009;"Rancagua - Machalí";6101;80,4095009799196
2009;"Rancagua - Machalí";6108;47,4339946797012
2009;"Talca - Maule";7101;86,3795039083088
2009;"Talca - Maule";7105;52,1637621440579
2009;"Temuco";9101;76,9731420629369
2009;"Temuco";9112;70,3257176538069
2009;"Valdivia";14101;87,8025526896384
2009;"Valparaíso Metropolitano";5101;103,401479369689
2009;"Valparaíso Metropolitano";5103;42,1617193596672
2009;"Valparaíso Metropolitano";5109;65,8728866928809
2009;"Valparaíso Metropolitano";5801;63,0760275466806
2009;"Valparaíso Metropolitano";5804;62,2875202471208
