"agno";"city";"AVPP"
2005;"Antofagasta";4752,78378753895
2005;"Arica";4552,29017738946
2005;"Chillán";5142,57550695795
2005;"Copiapo";4482,99400486734
2005;"Coyhaique";3976,83248101658
2005;"Gran Concepcion";4662,82373436339
2005;"Gran Coquimbo";4159,58561285066
2005;"Gran Santiago";4280,84796071717
2005;"Iquique - Alto Hospicio";4526,84509602399
2005;"Puerto Montt - Varas";6165,74829182279
2005;"Punta Arenas";5433,25407174452
2005;"Rancagua - Machalí";5882,09453523107
2005;"Talca - Maule";4735,37728101987
2005;"Temuco";4508,12134127392
2005;"Valdivia";4495,34567513858
2005;"Valparaíso Metropolitano";4358,27280685369
