"codcomuna","dato"
1101,77.62
1107,68.79
2101,89.24
3101,64.54
4101,61.07
4102,75.97
5101,85.72
5103,66.8
5109,64.54
5801,70.24
5804,59.16
6101,73.32
6108,57.52
7101,63.58
7105,55.8
8101,64.02
8102,78.03
8103,66.32
8106,96.03
8107,79.47
8108,61.43
8110,89.97
8111,62.35
8112,65.06
9101,68.72
9112,81.37
10101,59.03
10109,72.38
11101,81.12
12101,76.63
13101,61.73
13102,56.17
13103,93.15
13104,73.75
13105,80.77
13106,70.51
13107,70.97
13108,123.36
13109,89.6
13110,58.37
13111,85.91
13112,87.02
13113,39.04
13114,32.08
13115,36.31
13116,108.28
13117,74.1
13118,55.11
13119,59.07
13120,43.73
13121,84.66
13122,66.07
13123,51.27
13124,63.06
13125,70.67
13126,67.4
13127,79.25
13128,88.86
13129,92.33
13130,88.88
13131,79.51
13132,31.87
13201,70.52
13401,88.18
14101,73.84
15101,69.35
16101,68.15
16102,59.33
16103,57.02
16301,84.03
16305,66.56
