"codcomuna","dato"
1101,80.88
2101,93.72
3101,80.46
4101,72.43
4102,71.56
5101,105.97
5103,78.53
5109,79.39
5801,91.01
5804,72.06
6101,111.97
6108,109.53
7101,99.32
7105,62.55
8101,93.64
8102,87.52
8103,75.14
8106,69.91
8107,94.04
8108,62.45
8110,131.44
8111,79.53
9101,93.01
9112,104.26
10101,76.66
10109,62.92
11101,70.99
12101,114.71
13101,74.83
13102,88.09
13103,95.38
13104,78.67
13105,73.49
13106,92.89
13107,93.17
13108,120.16
13109,60.01
13110,64.63
13111,74.86
13112,66.01
13113,49.83
13114,41.34
13115,60.77
13116,87.71
13117,80.17
13118,64.44
13119,63.68
13120,49.78
13121,62.59
13122,75.42
13123,65.99
13124,80.19
13125,71.97
13126,87.46
13127,94.02
13128,87.66
13129,75.95
13130,121.13
13131,89.34
13132,36.01
13201,69.96
13401,91.24
14101,94.25
15101,76.72
16101,96.21
16102,92.71
16103,90.66
16301,96.12
16305,64.58
