"codcomuna","dato"
1101,99.04
2101,100.14
3101,96.19
4101,61.74
4102,69.94
5101,106.62
5103,100.82
5109,70.78
5801,74.25
5804,94.44
6101,96.78
6108,83.74
7101,93.86
7105,69.97
8101,83.5
8102,83.25
8103,81.03
8106,115.93
8107,82.58
8108,76.08
8110,127.91
8111,92.98
9101,79.38
9112,97.68
10101,103.67
10109,71.85
11101,92.33
12101,89.11
13101,75.12
13102,86.9
13103,91.25
13104,73.7
13105,72.26
13106,85.24
13107,71.04
13108,119.58
13109,69.32
13110,67.08
13111,87.51
13112,87.72
13113,54.04
13114,45.95
13115,56.03
13116,90.22
13117,88.31
13118,63.86
13119,76.5
13120,60.46
13121,83.71
13122,77.63
13123,52.36
13124,83.33
13125,83.5
13126,98.14
13127,89.36
13128,79.85
13129,72.65
13130,113.71
13131,88.59
13132,40.86
13201,79.78
13401,71.01
14101,84.17
15101,90.74
16101,98.45
16102,120.55
16103,92.34
16301,102.15
16305,90.4
