"codcomuna","dato"
1101,75.45
1107,61.97
2101,89.62
3101,58.74
4101,53.14
4102,67.46
5101,77.16
5103,49.67
5109,69.88
5801,60.36
5804,61.49
6101,81.73
6108,55.52
7101,75.84
7105,85.54
8101,74.42
8102,63.47
8103,62.17
8106,77.63
8107,76.53
8108,68.35
8110,81.59
8111,50.53
8112,65.66
9101,69.48
9112,58.7
10101,70.73
10109,57.63
11101,83.96
12101,84.24
13101,63.7
13102,56.18
13103,80.33
13104,73.28
13105,76.62
13106,86.61
13107,70.13
13108,110.7
13109,75.02
13110,64.69
13111,93.67
13112,97.04
13113,41.83
13114,46.03
13115,35.2
13116,100.39
13117,79.82
13118,57.75
13119,57.15
13120,47.08
13121,85.53
13122,70.12
13123,53.4
13124,62.09
13125,62.7
13126,77.86
13127,88.48
13128,80.67
13129,63.24
13130,71.77
13131,83.36
13132,42.54
13201,68.23
13401,83.23
14101,69.04
15101,63.88
16101,85.32
16102,97.16
16103,51.41
16301,100.43
16305,78.46
