"codcomuna","dato"
1101,84.04
1107,84.18
2101,88.27
3101,67.42
4101,67.9
4102,71.12
5101,88.46
5103,69.75
5109,76.43
5801,71.33
5804,72.76
6101,80.69
6108,60.67
7101,80.68
7105,45.2
8101,90.24
8102,85.72
8103,73.52
8106,90.71
8107,74.89
8108,63.36
8110,84.78
8111,86.89
8112,63.15
9101,76.88
9112,96.55
10101,78.68
10109,55.57
11101,71.36
12101,71.68
13101,67.76
13102,81.8
13103,101.9
13104,74.89
13105,80.93
13106,74.54
13107,68.83
13108,118.09
13109,73.83
13110,69.07
13111,71.41
13112,97.97
13113,38.13
13114,36.14
13115,31.99
13116,89.39
13117,88.14
13118,74.44
13119,64.84
13120,45.81
13121,91.99
13122,64.74
13123,51.4
13124,72.9
13125,59.36
13126,93.56
13127,85.1
13128,93.13
13129,82.12
13130,83.8
13131,96.85
13132,31.33
13201,72.93
13401,83.68
14101,67.88
15101,78.57
16101,80.49
16102,80.23
16103,85.53
16301,72.45
16305,70.46
