"codcomuna","dato"
1101,90.34
1107,55.76
2101,85.1
3101,81.62
4101,61.71
4102,67.85
5101,95.14
5103,51.42
5109,69.26
5801,60.23
5804,78
6101,83.56
6108,82.19
7101,75.22
7105,61.99
8101,71.95
8102,73.91
8103,69.78
8106,91.04
8107,84.19
8108,71.94
8110,77.19
8111,64.25
8112,86.33
9101,74.15
9112,67.52
10101,64.32
10109,57.33
11101,83.39
12101,88.53
13101,68.24
13102,59.38
13103,97.83
13104,80.21
13105,72.87
13106,82.53
13107,78.23
13108,104.28
13109,64.26
13110,63.98
13111,70.36
13112,92.48
13113,43.09
13114,39.02
13115,45.6
13116,103.19
13117,82.38
13118,62.61
13119,57.04
13120,58.06
13121,77.36
13122,67.23
13123,53
13124,71.86
13125,64.8
13126,73.17
13127,84.15
13128,75.36
13129,81.04
13130,72.98
13131,87.85
13132,32.45
13201,63.03
13401,93.57
14101,66.73
15101,62.05
16101,72.88
16102,115.96
16103,54.71
16301,107.2
16305,68.04
