"codcomuna","dato"
1101,93.51
1107,64.57
2101,97.25
3101,70.79
4101,53.9
4102,66.46
5101,100.99
5103,40.62
5109,83.32
5801,68.52
5804,84.75
6101,94.27
6108,39.78
7101,87.1
7105,69.01
8101,78.07
8102,67.88
8103,63.69
8106,94.03
8107,71.09
8108,72.1
8110,70.85
8111,72.58
8112,66.25
9101,82.92
9112,93.91
10101,78.84
10109,76.66
11101,71.05
12101,92.28
13101,68.79
13102,70.32
13103,80.59
13104,74.3
13105,87.7
13106,74.5
13107,62.92
13108,117.61
13109,54.63
13110,55.22
13111,76.65
13112,76.9
13113,50.28
13114,40.04
13115,37.84
13116,78.2
13117,88.01
13118,62.53
13119,61.39
13120,48.99
13121,75.57
13122,75.68
13123,47.82
13124,80.63
13125,70.04
13126,88.25
13127,76.84
13128,71.77
13129,63.78
13130,75.99
13131,86.3
13132,36
13201,67.33
13401,80.86
14101,75.25
15101,66.59
16101,87.71
16102,106.42
16103,82.08
16301,74.18
16305,96.6
