"codcomuna","dato"
1101,75.73
1107,55.31
2101,76.6
3101,74.41
4101,54.84
4102,74.4
5101,86.49
5103,50.44
5109,71.01
5801,69.93
5804,56.63
6101,85.57
6108,48.41
7101,66.7
7105,60.14
8101,72.7
8102,83.72
8103,54.56
8106,64.23
8107,63.47
8108,71.31
8110,76.75
8111,65.58
8112,78.44
9101,72.98
9112,81.08
10101,62.65
10109,81.52
11101,65.33
12101,88.84
13101,63.84
13102,63.45
13103,97.07
13104,107.03
13105,82.67
13106,68.13
13107,65.57
13108,84.03
13109,77.7
13110,58.25
13111,82.88
13112,82.01
13113,54.29
13114,34.05
13115,31.62
13116,93.3
13117,70.64
13118,59.26
13119,63.27
13120,48.37
13121,87.82
13122,56.49
13123,60.13
13124,76.03
13125,70.68
13126,77.95
13127,88.51
13128,99.68
13129,53.21
13130,75.16
13131,99.66
13132,23.01
13201,80.23
13401,82.27
14101,66.07
15101,65.37
16101,81.77
16102,82.78
16103,37.32
16301,96.94
16305,86.89
