"agno";"comuna";"nom_com";"city";"AVPP"
2012;1101;"Iquique";"Iquique - Alto Hospicio";5106,69791538177
2012;1107;"Alto Hospicio";"Iquique - Alto Hospicio";3209,34310226063
2012;2101;"Antofagasta";"Antofagasta";4844,6961135366
2012;3101;"Copiapó";"Copiapo";4968,02523014437
2012;4101;"La Serena";"Gran Coquimbo";4557,31882915015
2012;4102;"Coquimbo";"Gran Coquimbo";4221,76001584708
2012;5101;"Valparaíso";"Valparaíso Metropolitano";4995,08237472665
2012;5103;"Concón";"Valparaíso Metropolitano";3612,32782732598
2012;5109;"Viña del Mar";"Valparaíso Metropolitano";3774,22288169812
2012;5801;"Quilpué";"Valparaíso Metropolitano";3333,50132836068
2012;5804;"Villa Alemana";"Valparaíso Metropolitano";3782,61375121868
2012;6101;"Rancagua";"Rancagua - Machalí";5579,68067381237
2012;6108;"Machalí";"Rancagua - Machalí";3779,48593705262
2012;7101;"Talca";"Talca - Maule";4303,78415587892
2012;7105;"Maule";"Talca - Maule";3388,17181548879
2012;8101;"Concepción";"Gran Concepcion";3883,86733237572
2012;8102;"Coronel";"Gran Concepcion";4318,53984464121
2012;8103;"Chiguayante";"Gran Concepcion";3911,41788898476
2012;8106;"Lota";"Gran Concepcion";6098,56450580598
2012;8107;"Penco";"Gran Concepcion";4633,2214618838
2012;8108;"San Pedro de la Paz";"Gran Concepcion";4274,43414107588
2012;8110;"Talcahuano";"Gran Concepcion";4329,99484843011
2012;8111;"Tomé";"Gran Concepcion";3905,59732664996
2012;8112;"Hualpén";"Gran Concepcion";3895,41088580576
2012;9101;"Temuco";"Temuco";3909,25269564957
2012;9112;"Padre Las Casas";"Temuco";3541,62193114308
2012;10101;"Puerto Montt";"Puerto Montt - Varas";5126,69936992507
2012;10109;"Puerto Varas";"Puerto Montt - Varas";3684,65513814351
2012;11101;"Coihaique";"Coyhaique";3405,69607647879
2012;12101;"Punta Arenas";"Punta Arenas";4985,7074215537
2012;13101;"Santiago";"Gran Santiago";3195,36176968485
2012;13102;"Cerrillos";"Gran Santiago";4163,68392966381
2012;13103;"Cerro Navia";"Gran Santiago";5476,64936990363
2012;13104;"Conchalí";"Gran Santiago";5417,17512502094
2012;13105;"El Bosque";"Gran Santiago";4645,84454336448
2012;13106;"Estación Central";"Gran Santiago";5270,6656028626
2012;13107;"Huechuraba";"Gran Santiago";4464,39376437066
2012;13108;"Independencia";"Gran Santiago";6525,07274900687
2012;13109;"La Cisterna";"Gran Santiago";4091,39151631075
2012;13110;"La Florida";"Gran Santiago";3684,12858167583
2012;13111;"La Granja";"Gran Santiago";4280,844806844
2012;13112;"La Pintana";"Gran Santiago";5137,42291676926
2012;13113;"La Reina";"Gran Santiago";3122,22123421661
2012;13114;"Las Condes";"Gran Santiago";2240,2214392006
2012;13115;"Lo Barnechea";"Gran Santiago";2451,00100942126
2012;13116;"Lo Espejo";"Gran Santiago";6043,21103732222
2012;13117;"Lo Prado";"Gran Santiago";4924,59378615277
2012;13118;"Macul";"Gran Santiago";3592,77600300237
2012;13119;"Maipú";"Gran Santiago";3224,89624604677
2012;13120;"Ñuñoa";"Gran Santiago";3272,2677767506
2012;13121;"Pedro Aguirre Cerda";"Gran Santiago";5643,93156843648
2012;13122;"Peñalolén";"Gran Santiago";4291,5167891503
2012;13123;"Providencia";"Gran Santiago";2887,9267932697
2012;13124;"Pudahuel";"Gran Santiago";4262,17129652794
2012;13125;"Quilicura";"Gran Santiago";4018,20573983549
2012;13126;"Quinta Normal";"Gran Santiago";4276,75017108928
2012;13127;"Recoleta";"Gran Santiago";5752,79444073306
2012;13128;"Renca";"Gran Santiago";4730,94044852591
2012;13129;"San Joaquín";"Gran Santiago";4870,59747741457
2012;13130;"San Miguel";"Gran Santiago";3874,06091479206
2012;13131;"San Ramón";"Gran Santiago";5618,08402246286
2012;13132;"Vitacura";"Gran Santiago";2044,39102973892
2012;13201;"Puente Alto";"Gran Santiago";3614,2133802564
2012;13401;"San Bernardo";"Gran Santiago";4813,67707754514
2012;14101;"Valdivia";"Valdivia";4296,23834669796
2012;15101;"Arica";"Arica";5043,00746627079
2012;16101;"Chillán";"Chillán";4759,87119262243
2012;16102;"Bulnes";"Chillán";5202,2836893395
2012;16103;"Chillán Viejo";"Chillán";4300,92059838895
2012;16301;"San Carlos";"Chillán";5267,49136476825
2012;16305;"San Nicolás";"Chillán";4056,11757969078
