"agno";"comuna";"nom_com";"city";"AVPP"
2015;1101;"Iquique";"Iquique - Alto Hospicio";5010,22604375248
2015;1107;"Alto Hospicio";"Iquique - Alto Hospicio";3300,49732211171
2015;2101;"Antofagasta";"Antofagasta";4552,97309851416
2015;3101;"Copiapó";"Copiapo";4325,61374316709
2015;4101;"La Serena";"Gran Coquimbo";4272,40972318455
2015;4102;"Coquimbo";"Gran Coquimbo";3916,65273831411
2015;5101;"Valparaíso";"Valparaíso Metropolitano";4737,3580735433
2015;5103;"Concón";"Valparaíso Metropolitano";3992,29911845172
2015;5109;"Viña del Mar";"Valparaíso Metropolitano";3917,85830171525
2015;5801;"Quilpué";"Valparaíso Metropolitano";3965,33135440149
2015;5804;"Villa Alemana";"Valparaíso Metropolitano";4090,44368600683
2015;6101;"Rancagua";"Rancagua - Machalí";4781,94436145422
2015;6108;"Machalí";"Rancagua - Machalí";3825,10374691766
2015;7101;"Talca";"Talca - Maule";4509,01756386754
2015;7105;"Maule";"Talca - Maule";4157,91684166317
2015;8101;"Concepción";"Gran Concepcion";4557,81843286158
2015;8102;"Coronel";"Gran Concepcion";3901,38316967585
2015;8103;"Chiguayante";"Gran Concepcion";4496,06683406919
2015;8106;"Lota";"Gran Concepcion";5459,83701979045
2015;8107;"Penco";"Gran Concepcion";4370,51532941944
2015;8108;"San Pedro de la Paz";"Gran Concepcion";3753,0457896902
2015;8110;"Talcahuano";"Gran Concepcion";4498,86952872209
2015;8111;"Tomé";"Gran Concepcion";4161,5458791053
2015;8112;"Hualpén";"Gran Concepcion";4169,91470372253
2015;9101;"Temuco";"Temuco";4790,9675717656
2015;9112;"Padre Las Casas";"Temuco";4375,29246607394
2015;10101;"Puerto Montt";"Puerto Montt - Varas";4494,77775588158
2015;10109;"Puerto Varas";"Puerto Montt - Varas";3740,28306121967
2015;11101;"Coihaique";"Coyhaique";3712,5982851247
2015;12101;"Punta Arenas";"Punta Arenas";4648,52426532863
2015;13101;"Santiago";"Gran Santiago";2839,62110334454
2015;13102;"Cerrillos";"Gran Santiago";4093,28219403004
2015;13103;"Cerro Navia";"Gran Santiago";5132,80826260666
2015;13104;"Conchalí";"Gran Santiago";5571,08086180474
2015;13105;"El Bosque";"Gran Santiago";4371,22267985825
2015;13106;"Estación Central";"Gran Santiago";4937,07349384599
2015;13107;"Huechuraba";"Gran Santiago";4092,42175323308
2015;13108;"Independencia";"Gran Santiago";5823,3927886892
2015;13109;"La Cisterna";"Gran Santiago";4193,36457618643
2015;13110;"La Florida";"Gran Santiago";3978,37499371041
2015;13111;"La Granja";"Gran Santiago";5225,89491294487
2015;13112;"La Pintana";"Gran Santiago";5634,76351295147
2015;13113;"La Reina";"Gran Santiago";2695,13674022191
2015;13114;"Las Condes";"Gran Santiago";2409,19992343406
2015;13115;"Lo Barnechea";"Gran Santiago";2091,98753794536
2015;13116;"Lo Espejo";"Gran Santiago";6337,06021130372
2015;13117;"Lo Prado";"Gran Santiago";4112,55878165581
2015;13118;"Macul";"Gran Santiago";3527,49047359826
2015;13119;"Maipú";"Gran Santiago";3299,92098780733
2015;13120;"Ñuñoa";"Gran Santiago";2755,49536410043
2015;13121;"Pedro Aguirre Cerda";"Gran Santiago";4861,4437570705
2015;13122;"Peñalolén";"Gran Santiago";4415,98952843981
2015;13123;"Providencia";"Gran Santiago";3263,68284830503
2015;13124;"Pudahuel";"Gran Santiago";4361,1591887454
2015;13125;"Quilicura";"Gran Santiago";3882,44278570197
2015;13126;"Quinta Normal";"Gran Santiago";4965,01640152449
2015;13127;"Recoleta";"Gran Santiago";5643,1935731617
2015;13128;"Renca";"Gran Santiago";4605,13097638199
2015;13129;"San Joaquín";"Gran Santiago";4908,5883645809
2015;13130;"San Miguel";"Gran Santiago";4030,46938509248
2015;13131;"San Ramón";"Gran Santiago";5717,67878570457
2015;13132;"Vitacura";"Gran Santiago";1973,05597852737
2015;13201;"Puente Alto";"Gran Santiago";4012,65013272127
2015;13401;"San Bernardo";"Gran Santiago";4468,67259511918
2015;14101;"Valdivia";"Valdivia";4434,50527947548
2015;15101;"Arica";"Arica";4784,76083233631
2015;16101;"Chillán";"Chillán";5083,60332600766
2015;16102;"Bulnes";"Chillán";4239,86652272058
2015;16103;"Chillán Viejo";"Chillán";3204,38602465436
2015;16301;"San Carlos";"Chillán";5874,72571314582
2015;16305;"San Nicolás";"Chillán";5365,16853932584
