"comuna","nom_com","city","AVPP"
13120,"Ñuñoa","Gran Santiago",2464.34794160778
13121,"Pedro Aguirre Cerda","Gran Santiago",4981.37515177708
13122,"Peñalolén","Gran Santiago",3717.74711710798
13123,"Providencia","Gran Santiago",3575.02986301795
13124,"Pudahuel","Gran Santiago",4311.72191637953
13125,"Quilicura","Gran Santiago",3611.19628962398
13126,"Quinta Normal","Gran Santiago",4129.15447520444
13127,"Recoleta","Gran Santiago",6175.57574902783
13128,"Renca","Gran Santiago",5505.07454860321
13129,"San Joaquín","Gran Santiago",3744.40510388135
13130,"San Miguel","Gran Santiago",4075.53600987296
13131,"San Ramón","Gran Santiago",4854.62455647638
13132,"Vitacura","Gran Santiago",2202.64885289452
13201,"Puente Alto","Gran Santiago",3762.81652336267
13401,"San Bernardo","Gran Santiago",4313.19793726805
14101,"Valdivia","Valdivia",4092.3921944091
15101,"Arica","Arica",4938.71866295265
16101,"Chillán","Chillán",4831.38543606827
16102,"Bulnes","Chillán",4931.85606432003
16103,"Chillán Viejo","Chillán",2595.18467669022
16301,"San Carlos","Chillán",4607.57982691734
16305,"San Nicolás","Chillán",5070.23909200856
1101,"Iquique","Iquique - Alto Hospicio",4072.73257145236
1107,"Alto Hospicio","Iquique - Alto Hospicio",2947.97687861272
2101,"Antofagasta","Antofagasta",4488.09660850642
3101,"Copiapó","Copiapo",3824.1772273119
4101,"La Serena","Gran Coquimbo",3837.05927997172
4102,"Coquimbo","Gran Coquimbo",3431.32886575889
5101,"Valparaíso","Valparaíso Metropolitano",4564.56477693426
5103,"Concón","Valparaíso Metropolitano",2692.63962520035
5109,"Viña del Mar","Valparaíso Metropolitano",3768.01962180552
5801,"Quilpué","Valparaíso Metropolitano",3863.45376010328
5804,"Villa Alemana","Valparaíso Metropolitano",3233.0615687377
6101,"Rancagua","Rancagua - Machalí",4443.34545942231
6108,"Machalí","Rancagua - Machalí",2702.24208453265
7101,"Talca","Talca - Maule",4093.31375702067
7105,"Maule","Talca - Maule",2886.35595074695
8101,"Concepción","Gran Concepcion",3705.59238483767
8102,"Coronel","Gran Concepcion",3741.14042906718
8103,"Chiguayante","Gran Concepcion",3644.90081458909
8106,"Lota","Gran Concepcion",5222.40527182866
8107,"Penco","Gran Concepcion",4139.24902816687
8108,"San Pedro de la Paz","Gran Concepcion",3314.96751149447
8110,"Talcahuano","Gran Concepcion",4516.59490980435
8111,"Tomé","Gran Concepcion",3648.61548915608
8112,"Hualpén","Gran Concepcion",3765.24699569364
9101,"Temuco","Temuco",3716.22965821828
9112,"Padre Las Casas","Temuco",4813.71047895345
10101,"Puerto Montt","Puerto Montt - Varas",4244.39938396271
10109,"Puerto Varas","Puerto Montt - Varas",3300.7530844416
11101,"Coihaique","Coyhaique",4173.63445932863
12101,"Punta Arenas","Punta Arenas",4019.25845507541
13101,"Santiago","Gran Santiago",2998.04985785108
13102,"Cerrillos","Gran Santiago",3617.3461019216
13103,"Cerro Navia","Gran Santiago",5468.55081085675
13104,"Conchalí","Gran Santiago",4899.58847736626
13105,"El Bosque","Gran Santiago",4404.17616704668
13106,"Estación Central","Gran Santiago",4189.22542816348
13107,"Huechuraba","Gran Santiago",3938.23257327003
13108,"Independencia","Gran Santiago",6112.21323566814
13109,"La Cisterna","Gran Santiago",3733.6093857833
13110,"La Florida","Gran Santiago",3425.04696235765
13111,"La Granja","Gran Santiago",5260.16017945707
13112,"La Pintana","Gran Santiago",5391.79042029746
13113,"La Reina","Gran Santiago",2613.98521887436
13114,"Las Condes","Gran Santiago",2114.46700599431
13115,"Lo Barnechea","Gran Santiago",1946.2685432446
13116,"Lo Espejo","Gran Santiago",5581.10433286407
13117,"Lo Prado","Gran Santiago",3956.92079618043
13118,"Macul","Gran Santiago",3398.24019704082
13119,"Maipú","Gran Santiago",3194.91206945478
13120,"Ñuñoa","Gran Santiago",2447.0291047782
13121,"Pedro Aguirre Cerda","Gran Santiago",4473.04807751906
13122,"Peñalolén","Gran Santiago",3959.82398921494
13123,"Providencia","Gran Santiago",3205.36010370504
13124,"Pudahuel","Gran Santiago",3548.15256620679
13125,"Quilicura","Gran Santiago",3287.7587587912
13126,"Quinta Normal","Gran Santiago",4702.82958317287
13127,"Recoleta","Gran Santiago",4337.8920912622
13128,"Renca","Gran Santiago",4573.2208404098
13129,"San Joaquín","Gran Santiago",5504.33267871606
13130,"San Miguel","Gran Santiago",4051.34871011509
13131,"San Ramón","Gran Santiago",5393.46047666084
13132,"Vitacura","Gran Santiago",1978.59599949038
13201,"Puente Alto","Gran Santiago",3505.34080707444
13401,"San Bernardo","Gran Santiago",4078.47203418374
14101,"Valdivia","Valdivia",4524.66636677163
15101,"Arica","Arica",4204.78172863759
16101,"Chillán","Chillán",4740.27135161716
16102,"Bulnes","Chillán",2560.33680912518
16103,"Chillán Viejo","Chillán",2399.52601955169
16301,"San Carlos","Chillán",5141.42896814377
16305,"San Nicolás","Chillán",4686.20020334596
1101,"Iquique","Iquique - Alto Hospicio",4424.30542239805
1107,"Alto Hospicio","Iquique - Alto Hospicio",3584.03756679068
2101,"Antofagasta","Antofagasta",4226.24259627162
3101,"Copiapó","Copiapo",3863.01836558299
4101,"La Serena","Gran Coquimbo",3460.66344744486
4102,"Coquimbo","Gran Coquimbo",3613.78540532998
5101,"Valparaíso","Valparaíso Metropolitano",4607.53493540379
5103,"Concón","Valparaíso Metropolitano",3533.86928326816
5109,"Viña del Mar","Valparaíso Metropolitano",3969.79754189383
5801,"Quilpué","Valparaíso Metropolitano",3253.40721575977
5804,"Villa Alemana","Valparaíso Metropolitano",3859.75753534926
6101,"Rancagua","Rancagua - Machalí",5020.08532111615
6108,"Machalí","Rancagua - Machalí",3310.52544217185
7101,"Talca","Talca - Maule",4494.36119837276
7105,"Maule","Talca - Maule",3171.35161792041
8101,"Concepción","Gran Concepcion",3921.92873310958
8102,"Coronel","Gran Concepcion",3763.25604578814
8103,"Chiguayante","Gran Concepcion",3053.22725765971
8106,"Lota","Gran Concepcion",4838.55717865078
8107,"Penco","Gran Concepcion",4730.18421680734
8108,"San Pedro de la Paz","Gran Concepcion",3084.75994144185
8110,"Talcahuano","Gran Concepcion",4164.04905629456
8111,"Tomé","Gran Concepcion",3837.59103430059
8112,"Hualpén","Gran Concepcion",3642.77188478256
9101,"Temuco","Temuco",3622.9617244665
9112,"Padre Las Casas","Temuco",4506.3351661487
10101,"Puerto Montt","Puerto Montt - Varas",4032.57527714673
10109,"Puerto Varas","Puerto Montt - Varas",2636.98089373125
11101,"Coihaique","Coyhaique",3558.28865762641
12101,"Punta Arenas","Punta Arenas",4159.05042663908
13101,"Santiago","Gran Santiago",3062.38728028067
13102,"Cerrillos","Gran Santiago",3915.38203545209
13103,"Cerro Navia","Gran Santiago",5417.40401631146
13104,"Conchalí","Gran Santiago",4498.99081971483
13105,"El Bosque","Gran Santiago",4972.90948357519
13106,"Estación Central","Gran Santiago",3674.72812855056
13107,"Huechuraba","Gran Santiago",4393.21832242713
13108,"Independencia","Gran Santiago",6171.46099706208
13109,"La Cisterna","Gran Santiago",3692.65664870995
13110,"La Florida","Gran Santiago",3355.31167909221
13111,"La Granja","Gran Santiago",4241.04594905476
13112,"La Pintana","Gran Santiago",4946.20059095724
13113,"La Reina","Gran Santiago",2469.20536891574
13114,"Las Condes","Gran Santiago",2268.02519477856
13115,"Lo Barnechea","Gran Santiago",1265.84590655025
13116,"Lo Espejo","Gran Santiago",6051.46406388642
13117,"Lo Prado","Gran Santiago",4555.81850206935
13118,"Macul","Gran Santiago",3263.03430882289
13119,"Maipú","Gran Santiago",3223.05193083966
13120,"Ñuñoa","Gran Santiago",2625.24004041778
13121,"Pedro Aguirre Cerda","Gran Santiago",5061.59476315654
13122,"Peñalolén","Gran Santiago",3386.46815004227
13123,"Providencia","Gran Santiago",2338.2702559029
13124,"Pudahuel","Gran Santiago",3785.25057534435
13125,"Quilicura","Gran Santiago",3127.29655306753
13126,"Quinta Normal","Gran Santiago",4144.52616391597
13127,"Recoleta","Gran Santiago",4786.74937903316
13128,"Renca","Gran Santiago",4158.37294010914
13129,"San Joaquín","Gran Santiago",4322.09902294434
13130,"San Miguel","Gran Santiago",3815.94325007474
13131,"San Ramón","Gran Santiago",5383.38333248589
13132,"Vitacura","Gran Santiago",1939.40898932208
13201,"Puente Alto","Gran Santiago",3462.50603511803
13401,"San Bernardo","Gran Santiago",4234.27464440804
14101,"Valdivia","Valdivia",3697.18309859155
15101,"Arica","Arica",4454.14532398084
16101,"Chillán","Chillán",4345.75029145617
16102,"Bulnes","Chillán",4668.78513810804
16103,"Chillán Viejo","Chillán",2223.59080742926
16301,"San Carlos","Chillán",4628.98854622065
16305,"San Nicolás","Chillán",3161.18360595479
1101,"Iquique","Iquique - Alto Hospicio",4826.27273837138
1107,"Alto Hospicio","Iquique - Alto Hospicio",3014.38440193988
2101,"Antofagasta","Antofagasta",3935.9851677919
3101,"Copiapó","Copiapo",3382.08808261094
4101,"La Serena","Gran Coquimbo",3210.60720151833
4102,"Coquimbo","Gran Coquimbo",3387.11811171473
5101,"Valparaíso","Valparaíso Metropolitano",4388.28625064235
5103,"Concón","Valparaíso Metropolitano",2523.25942933678
5109,"Viña del Mar","Valparaíso Metropolitano",3839.68514022265
5801,"Quilpué","Valparaíso Metropolitano",3995.11268352612
5804,"Villa Alemana","Valparaíso Metropolitano",3528.56514612402
6101,"Rancagua","Rancagua - Machalí",4894.20544156746
6108,"Machalí","Rancagua - Machalí",2523.15439259059
7101,"Talca","Talca - Maule",4252.4378279034
7105,"Maule","Talca - Maule",2948.85745375408
8101,"Concepción","Gran Concepcion",3693.59116731982
8102,"Coronel","Gran Concepcion",3690.36135321786
8103,"Chiguayante","Gran Concepcion",2342.73421432117
8106,"Lota","Gran Concepcion",4135.60609657661
8107,"Penco","Gran Concepcion",3203.20971589677
8108,"San Pedro de la Paz","Gran Concepcion",3240.31543283823
8110,"Talcahuano","Gran Concepcion",3774.56615755187
8111,"Tomé","Gran Concepcion",3549.47003130776
8112,"Hualpén","Gran Concepcion",3841.82697716279
9101,"Temuco","Temuco",4237.33963417468
9112,"Padre Las Casas","Temuco",4858.98564241333
10101,"Puerto Montt","Puerto Montt - Varas",4512.24735856839
10109,"Puerto Varas","Puerto Montt - Varas",3087.97047642338
11101,"Coihaique","Coyhaique",4496.47813655067
12101,"Punta Arenas","Punta Arenas",4740.02121021164
13101,"Santiago","Gran Santiago",2720.12317538907
13102,"Cerrillos","Gran Santiago",3885.14338756168
13103,"Cerro Navia","Gran Santiago",4702.63534124879
13104,"Conchalí","Gran Santiago",5488.1033583437
13105,"El Bosque","Gran Santiago",4532.32965148535
13106,"Estación Central","Gran Santiago",3721.97802834193
13107,"Huechuraba","Gran Santiago",3285.87710317384
13108,"Independencia","Gran Santiago",5244.7639317924
13109,"La Cisterna","Gran Santiago",4552.35374210397
13110,"La Florida","Gran Santiago",3359.30170901823
13111,"La Granja","Gran Santiago",4775.83359685183
13112,"La Pintana","Gran Santiago",4738.29477034712
13113,"La Reina","Gran Santiago",2670.14364837908
13114,"Las Condes","Gran Santiago",2011.56268875658
13115,"Lo Barnechea","Gran Santiago",1331.07835748962
13116,"Lo Espejo","Gran Santiago",5673.58134392958
13117,"Lo Prado","Gran Santiago",4586.92075971543
13118,"Macul","Gran Santiago",3414.89829762751
13119,"Maipú","Gran Santiago",3123.24319896947
13120,"Ñuñoa","Gran Santiago",2076.45202339224
13121,"Pedro Aguirre Cerda","Gran Santiago",5326.72495177113
13122,"Peñalolén","Gran Santiago",3282.81803947657
13123,"Providencia","Gran Santiago",3205.8090386908
13124,"Pudahuel","Gran Santiago",4139.11557287238
13125,"Quilicura","Gran Santiago",3735.84138970252
13126,"Quinta Normal","Gran Santiago",3952.09680923967
13127,"Recoleta","Gran Santiago",4928.35380367514
13128,"Renca","Gran Santiago",5108.08390037833
13129,"San Joaquín","Gran Santiago",3914.07028643238
13130,"San Miguel","Gran Santiago",3873.7384211254
13131,"San Ramón","Gran Santiago",4978.66649684774
13132,"Vitacura","Gran Santiago",1220.65954213205
13201,"Puente Alto","Gran Santiago",3675.87361025964
13401,"San Bernardo","Gran Santiago",4044.26218504585
14101,"Valdivia","Valdivia",4333.97107404969
15101,"Arica","Arica",4290.07478476741
16101,"Chillán","Chillán",4138.57409266963
16102,"Bulnes","Chillán",4974.83262473733
16103,"Chillán Viejo","Chillán",3780.15657453267
16301,"San Carlos","Chillán",4741.03900205274
16305,"San Nicolás","Chillán",4788.44923695513
1101,"Iquique","Iquique - Alto Hospicio",3801.16682135889
1107,"Alto Hospicio","Iquique - Alto Hospicio",3990.62325464314
2101,"Antofagasta","Antofagasta",3947.46860470543
3101,"Copiapó","Copiapo",3480.34415436444
4101,"La Serena","Gran Coquimbo",3391.60839160839
4102,"Coquimbo","Gran Coquimbo",3729.79277535544
5101,"Valparaíso","Valparaíso Metropolitano",4478.31771021668
5103,"Concón","Valparaíso Metropolitano",2856.60412934854
5109,"Viña del Mar","Valparaíso Metropolitano",3698.66856563302
5801,"Quilpué","Valparaíso Metropolitano",3580.6781506913
5804,"Villa Alemana","Valparaíso Metropolitano",3175.15262131034
6101,"Rancagua","Rancagua - Machalí",4783.21051988764
6108,"Machalí","Rancagua - Machalí",3358.33347970421
7101,"Talca","Talca - Maule",4043.88858347077
7105,"Maule","Talca - Maule",3071.67829127024
8101,"Concepción","Gran Concepcion",4225.02912389811
8102,"Coronel","Gran Concepcion",4427.19599609789
8103,"Chiguayante","Gran Concepcion",3042.64183455488
8106,"Lota","Gran Concepcion",4250.95908690161
8107,"Penco","Gran Concepcion",3436.54525362397
8108,"San Pedro de la Paz","Gran Concepcion",3368.76095046408
8110,"Talcahuano","Gran Concepcion",3769.74333662389
8111,"Tomé","Gran Concepcion",3571.1592126103
8112,"Hualpén","Gran Concepcion",3783.12765527008
9101,"Temuco","Temuco",3691.89425527604
9112,"Padre Las Casas","Temuco",4826.27741021408
10101,"Puerto Montt","Puerto Montt - Varas",3971.73632595764
10109,"Puerto Varas","Puerto Montt - Varas",3121.71168011224
11101,"Coihaique","Coyhaique",4573.85870508592
12101,"Punta Arenas","Punta Arenas",4277.41273880512
13101,"Santiago","Gran Santiago",2925.32042652574
13102,"Cerrillos","Gran Santiago",4360.60576736985
13103,"Cerro Navia","Gran Santiago",7108.61952401571
13104,"Conchalí","Gran Santiago",5114.19863040811
13105,"El Bosque","Gran Santiago",5548.14516534957
13106,"Estación Central","Gran Santiago",3987.41750576088
13107,"Huechuraba","Gran Santiago",3858.25140317173
13108,"Independencia","Gran Santiago",5519.45350147897
13109,"La Cisterna","Gran Santiago",3445.16852203919
13110,"La Florida","Gran Santiago",3485.46403980014
13111,"La Granja","Gran Santiago",5361.67596293206
13112,"La Pintana","Gran Santiago",6514.89666427965
13113,"La Reina","Gran Santiago",2205.54196151048
13114,"Las Condes","Gran Santiago",1849.49388849673
13115,"Lo Barnechea","Gran Santiago",2027.62491467289
13116,"Lo Espejo","Gran Santiago",7302.15939749372
13117,"Lo Prado","Gran Santiago",4671.72250623178
13118,"Macul","Gran Santiago",2798.49980714151
13119,"Maipú","Gran Santiago",3346.44448255354
13120,"Ñuñoa","Gran Santiago",1957.07182418205
13121,"Pedro Aguirre Cerda","Gran Santiago",6472.24066601971
13122,"Peñalolén","Gran Santiago",3867.56647816387
13123,"Providencia","Gran Santiago",2606.30127483666
13124,"Pudahuel","Gran Santiago",3912.268825198
13125,"Quilicura","Gran Santiago",3848.64113300891
13126,"Quinta Normal","Gran Santiago",4647.50121882018
13127,"Recoleta","Gran Santiago",5256.40074634956
13128,"Renca","Gran Santiago",4641.64543426316
13129,"San Joaquín","Gran Santiago",5269.23570420427
13130,"San Miguel","Gran Santiago",3893.17731124113
13131,"San Ramón","Gran Santiago",6713.51503016235
13132,"Vitacura","Gran Santiago",1445.83969017721
13201,"Puente Alto","Gran Santiago",3649.59728191559
13401,"San Bernardo","Gran Santiago",4916.34232682139
14101,"Valdivia","Valdivia",4368.35386598096
15101,"Arica","Arica",4518.99782002886
16101,"Chillán","Chillán",4366.52713237836
16102,"Bulnes","Chillán",4847.06342226131
16103,"Chillán Viejo","Chillán",3215.02868309904
16301,"San Carlos","Chillán",4703.17025594546
16305,"San Nicolás","Chillán",4629.3769895407
