"comuna","nom_com","city","AVPP"
9112,"Padre Las Casas","Temuco",5411.2327249315
10101,"Puerto Montt","Puerto Montt - Varas",5999.45395319061
10109,"Puerto Varas","Puerto Montt - Varas",4052.62880345937
11101,"Coihaique","Coyhaique",5772.16130830701
12101,"Punta Arenas","Punta Arenas",5300.80002661211
13101,"Santiago","Gran Santiago",3340.10969019031
13102,"Cerrillos","Gran Santiago",4510.60889898628
13103,"Cerro Navia","Gran Santiago",6429.59199872996
13104,"Conchalí","Gran Santiago",4998.90870541282
13105,"El Bosque","Gran Santiago",5925.07301393112
13106,"Estación Central","Gran Santiago",5847.54288226293
13107,"Huechuraba","Gran Santiago",4873.15880355549
13108,"Independencia","Gran Santiago",7336.20002352603
13109,"La Cisterna","Gran Santiago",4119.7356973217
13110,"La Florida","Gran Santiago",4023.00602024109
13111,"La Granja","Gran Santiago",5438.40717872993
13112,"La Pintana","Gran Santiago",5660.23466367035
13113,"La Reina","Gran Santiago",3250.62659384679
13114,"Las Condes","Gran Santiago",2299.28472882117
13115,"Lo Barnechea","Gran Santiago",2519.55988851703
13116,"Lo Espejo","Gran Santiago",5343.19730495368
13117,"Lo Prado","Gran Santiago",5061.21622988971
13118,"Macul","Gran Santiago",4047.61024655306
13119,"Maipú","Gran Santiago",3492.92045631258
13120,"Ñuñoa","Gran Santiago",3080.00392430704
13121,"Pedro Aguirre Cerda","Gran Santiago",5197.81004522733
13122,"Peñalolén","Gran Santiago",4166.10129430148
13123,"Providencia","Gran Santiago",3722.5302936948
13124,"Pudahuel","Gran Santiago",4162.93454762028
13125,"Quilicura","Gran Santiago",3936.88255959258
13126,"Quinta Normal","Gran Santiago",4599.38479566427
13127,"Recoleta","Gran Santiago",6605.68328058154
13128,"Renca","Gran Santiago",4966.29405239355
13129,"San Joaquín","Gran Santiago",5105.89852644241
13130,"San Miguel","Gran Santiago",4175.87703725762
13131,"San Ramón","Gran Santiago",5649.28047323815
13132,"Vitacura","Gran Santiago",2232.39912745086
13201,"Puente Alto","Gran Santiago",3887.36919643022
13401,"San Bernardo","Gran Santiago",4916.36089123105
14101,"Valdivia","Valdivia",5403.13531020488
15101,"Arica","Arica",4783.23136326142
16101,"Chillán","Chillán",4876.78431511167
16102,"Bulnes","Chillán",7788.8702184442
16103,"Chillán Viejo","Chillán",3778.35683629675
16301,"San Carlos","Chillán",5432.64851735654
16305,"San Nicolás","Chillán",6341.60641000586
1101,"Iquique","Iquique - Alto Hospicio",5210.68166500105
1107,"Alto Hospicio","Iquique - Alto Hospicio",3311.40545826296
2101,"Antofagasta","Antofagasta",5148.14951025462
3101,"Copiapó","Copiapo",4699.83084199261
4101,"La Serena","Gran Coquimbo",4140.76695036817
4102,"Coquimbo","Gran Coquimbo",4230.16398873613
5101,"Valparaíso","Valparaíso Metropolitano",5367.30249788238
5103,"Concón","Valparaíso Metropolitano",4373.74122257906
5109,"Viña del Mar","Valparaíso Metropolitano",4437.91526159394
5801,"Quilpué","Valparaíso Metropolitano",3709.56114927986
5804,"Villa Alemana","Valparaíso Metropolitano",3492.4427650589
6101,"Rancagua","Rancagua - Machalí",5285.07367072389
6108,"Machalí","Rancagua - Machalí",2846.85708872152
7101,"Talca","Talca - Maule",5171.14118242999
7105,"Maule","Talca - Maule",3383.20814150715
8101,"Concepción","Gran Concepcion",5488.61059981547
8102,"Coronel","Gran Concepcion",4463.78100877559
8103,"Chiguayante","Gran Concepcion",4973.09557705765
8106,"Lota","Gran Concepcion",6528.35719923328
8107,"Penco","Gran Concepcion",5282.25189588478
8108,"San Pedro de la Paz","Gran Concepcion",3212.52949546986
8110,"Talcahuano","Gran Concepcion",5503.68680706594
8111,"Tomé","Gran Concepcion",5001.90839694656
8112,"Hualpén","Gran Concepcion",4048.42117284303
9101,"Temuco","Temuco",4714.17444003268
9112,"Padre Las Casas","Temuco",4096.86172722983
10101,"Puerto Montt","Puerto Montt - Varas",5399.80760999139
10109,"Puerto Varas","Puerto Montt - Varas",4786.62946889853
11101,"Coihaique","Coyhaique",4459.91234854344
12101,"Punta Arenas","Punta Arenas",5966.08041238817
13101,"Santiago","Gran Santiago",3352.6410679351
13102,"Cerrillos","Gran Santiago",4336.06838508825
13103,"Cerro Navia","Gran Santiago",5222.72306896878
13104,"Conchalí","Gran Santiago",5147.90807307012
13105,"El Bosque","Gran Santiago",5198.70847038233
13106,"Estación Central","Gran Santiago",5784.89656725005
13107,"Huechuraba","Gran Santiago",4972.7908194631
13108,"Independencia","Gran Santiago",7378.46224571888
13109,"La Cisterna","Gran Santiago",4291.54354861404
13110,"La Florida","Gran Santiago",3816.31107498634
13111,"La Granja","Gran Santiago",3996.19877771042
13112,"La Pintana","Gran Santiago",5437.13549437135
13113,"La Reina","Gran Santiago",2950.9170728487
13114,"Las Condes","Gran Santiago",2628.38641573644
13115,"Lo Barnechea","Gran Santiago",2701.25086332591
13116,"Lo Espejo","Gran Santiago",5935.98466884116
13117,"Lo Prado","Gran Santiago",4612.7271612257
13118,"Macul","Gran Santiago",3666.73118933717
13119,"Maipú","Gran Santiago",3504.05167119054
13120,"Ñuñoa","Gran Santiago",2897.34254312838
13121,"Pedro Aguirre Cerda","Gran Santiago",5160.19716574245
13122,"Peñalolén","Gran Santiago",4494.38202247191
13123,"Providencia","Gran Santiago",3618.47660868097
13124,"Pudahuel","Gran Santiago",4193.94805592549
13125,"Quilicura","Gran Santiago",3987.15989691427
13126,"Quinta Normal","Gran Santiago",5006.18588838125
13127,"Recoleta","Gran Santiago",5536.78913493751
13128,"Renca","Gran Santiago",5192.40832143009
13129,"San Joaquín","Gran Santiago",4760.2073882048
13130,"San Miguel","Gran Santiago",8152.79489190098
13131,"San Ramón","Gran Santiago",5477.01957890367
13132,"Vitacura","Gran Santiago",2209.70481920016
13201,"Puente Alto","Gran Santiago",4166.56748011844
13401,"San Bernardo","Gran Santiago",4488.73874680719
14101,"Valdivia","Valdivia",5586.2986365148
15101,"Arica","Arica",4706.65827262644
16101,"Chillán","Chillán",5292.6583818952
16102,"Bulnes","Chillán",4905.25069088038
16103,"Chillán Viejo","Chillán",4086.83588916801
16301,"San Carlos","Chillán",5572.26787264541
16305,"San Nicolás","Chillán",5845.28887165568
1101,"Iquique","Iquique - Alto Hospicio",5893.19756623783
1107,"Alto Hospicio","Iquique - Alto Hospicio",2810.5616815989
2101,"Antofagasta","Antofagasta",4922.60977700508
3101,"Copiapó","Copiapo",5415.41814219559
4101,"La Serena","Gran Coquimbo",3929.35683946201
4102,"Coquimbo","Gran Coquimbo",4153.14434999215
5101,"Valparaíso","Valparaíso Metropolitano",5525.47574755159
5103,"Concón","Valparaíso Metropolitano",3558.22303199185
5109,"Viña del Mar","Valparaíso Metropolitano",3911.36361379009
5801,"Quilpué","Valparaíso Metropolitano",4168.48601286642
5804,"Villa Alemana","Valparaíso Metropolitano",4046.49003849899
6101,"Rancagua","Rancagua - Machalí",5228.75528719561
6108,"Machalí","Rancagua - Machalí",4070.27150353639
7101,"Talca","Talca - Maule",4494.93227833819
7105,"Maule","Talca - Maule",3698.15798395299
8101,"Concepción","Gran Concepcion",4400.74949686553
8102,"Coronel","Gran Concepcion",3921.67632438964
8103,"Chiguayante","Gran Concepcion",3457.06317915184
8106,"Lota","Gran Concepcion",5542.43676490623
8107,"Penco","Gran Concepcion",5653.50207287803
8108,"San Pedro de la Paz","Gran Concepcion",3776.206664511
8110,"Talcahuano","Gran Concepcion",4817.69619140235
8111,"Tomé","Gran Concepcion",3902.65250979944
8112,"Hualpén","Gran Concepcion",3446.62735902748
9101,"Temuco","Temuco",4819.92184114231
9112,"Padre Las Casas","Temuco",4696.19278648519
10101,"Puerto Montt","Puerto Montt - Varas",5200.87747352489
10109,"Puerto Varas","Puerto Montt - Varas",4598.05038612483
11101,"Coihaique","Coyhaique",5860.57201225741
12101,"Punta Arenas","Punta Arenas",5642.13185479241
13101,"Santiago","Gran Santiago",3563.74526341523
13102,"Cerrillos","Gran Santiago",4091.44504126818
13103,"Cerro Navia","Gran Santiago",5421.31054800861
13104,"Conchalí","Gran Santiago",4837.63714950682
13105,"El Bosque","Gran Santiago",4979.01367300205
13106,"Estación Central","Gran Santiago",5266.52504490613
13107,"Huechuraba","Gran Santiago",4876.60259995973
13108,"Independencia","Gran Santiago",5445.93822221118
13109,"La Cisterna","Gran Santiago",3897.15167672232
13110,"La Florida","Gran Santiago",4069.59467903412
13111,"La Granja","Gran Santiago",5621.77901676772
13112,"La Pintana","Gran Santiago",5812.87014890406
13113,"La Reina","Gran Santiago",2686.14462494609
13114,"Las Condes","Gran Santiago",2647.54829934094
13115,"Lo Barnechea","Gran Santiago",2405.43557597355
13116,"Lo Espejo","Gran Santiago",6052.12421339023
13117,"Lo Prado","Gran Santiago",4990.04056020559
13118,"Macul","Gran Santiago",3736.36873099431
13119,"Maipú","Gran Santiago",3387.86404420238
13120,"Ñuñoa","Gran Santiago",2997.10370947978
13121,"Pedro Aguirre Cerda","Gran Santiago",4531.2545619106
13122,"Peñalolén","Gran Santiago",4520.3606597096
13123,"Providencia","Gran Santiago",3593.87094357839
13124,"Pudahuel","Gran Santiago",4258.22156898769
13125,"Quilicura","Gran Santiago",3904.52538631347
13126,"Quinta Normal","Gran Santiago",5009.98700719452
13127,"Recoleta","Gran Santiago",5241.91035433098
13128,"Renca","Gran Santiago",5172.60782713896
13129,"San Joaquín","Gran Santiago",5794.34787801144
13130,"San Miguel","Gran Santiago",3787.4474421864
13131,"San Ramón","Gran Santiago",5279.33613838242
13132,"Vitacura","Gran Santiago",3090.93929287896
13201,"Puente Alto","Gran Santiago",3977.4138290448
13401,"San Bernardo","Gran Santiago",5056.05059941774
14101,"Valdivia","Valdivia",4470.61611686405
15101,"Arica","Arica",5186.56367386927
16101,"Chillán","Chillán",4576.77336896532
16102,"Bulnes","Chillán",4508.49963045085
16103,"Chillán Viejo","Chillán",3522.93577981651
16301,"San Carlos","Chillán",5511.93783468213
16305,"San Nicolás","Chillán",4566.42953278216
1101,"Iquique","Iquique - Alto Hospicio",5106.69791538177
1107,"Alto Hospicio","Iquique - Alto Hospicio",3209.34310226063
2101,"Antofagasta","Antofagasta",4844.6961135366
3101,"Copiapó","Copiapo",4968.02523014437
4101,"La Serena","Gran Coquimbo",4557.31882915015
4102,"Coquimbo","Gran Coquimbo",4221.76001584708
5101,"Valparaíso","Valparaíso Metropolitano",4995.08237472665
5103,"Concón","Valparaíso Metropolitano",3612.32782732598
5109,"Viña del Mar","Valparaíso Metropolitano",3774.22288169812
5801,"Quilpué","Valparaíso Metropolitano",3333.50132836068
5804,"Villa Alemana","Valparaíso Metropolitano",3782.61375121868
6101,"Rancagua","Rancagua - Machalí",5579.68067381237
6108,"Machalí","Rancagua - Machalí",3779.48593705262
7101,"Talca","Talca - Maule",4303.78415587892
7105,"Maule","Talca - Maule",3388.17181548879
8101,"Concepción","Gran Concepcion",3883.86733237572
8102,"Coronel","Gran Concepcion",4318.53984464121
8103,"Chiguayante","Gran Concepcion",3911.41788898476
8106,"Lota","Gran Concepcion",6098.56450580598
8107,"Penco","Gran Concepcion",4633.2214618838
8108,"San Pedro de la Paz","Gran Concepcion",4274.43414107588
8110,"Talcahuano","Gran Concepcion",4329.99484843011
8111,"Tomé","Gran Concepcion",3905.59732664996
8112,"Hualpén","Gran Concepcion",3895.41088580576
9101,"Temuco","Temuco",3909.25269564957
9112,"Padre Las Casas","Temuco",3541.62193114308
10101,"Puerto Montt","Puerto Montt - Varas",5126.69936992507
10109,"Puerto Varas","Puerto Montt - Varas",3684.65513814351
11101,"Coihaique","Coyhaique",3405.69607647879
12101,"Punta Arenas","Punta Arenas",4985.7074215537
13101,"Santiago","Gran Santiago",3195.36176968485
13102,"Cerrillos","Gran Santiago",4163.68392966381
13103,"Cerro Navia","Gran Santiago",5476.64936990363
13104,"Conchalí","Gran Santiago",5417.17512502094
13105,"El Bosque","Gran Santiago",4645.84454336448
13106,"Estación Central","Gran Santiago",5270.6656028626
13107,"Huechuraba","Gran Santiago",4464.39376437066
13108,"Independencia","Gran Santiago",6525.07274900687
13109,"La Cisterna","Gran Santiago",4091.39151631075
13110,"La Florida","Gran Santiago",3684.12858167583
13111,"La Granja","Gran Santiago",4280.844806844
13112,"La Pintana","Gran Santiago",5137.42291676926
13113,"La Reina","Gran Santiago",3122.22123421661
13114,"Las Condes","Gran Santiago",2240.2214392006
13115,"Lo Barnechea","Gran Santiago",2451.00100942126
13116,"Lo Espejo","Gran Santiago",6043.21103732222
13117,"Lo Prado","Gran Santiago",4924.59378615277
13118,"Macul","Gran Santiago",3592.77600300237
13119,"Maipú","Gran Santiago",3224.89624604677
13120,"Ñuñoa","Gran Santiago",3272.2677767506
13121,"Pedro Aguirre Cerda","Gran Santiago",5643.93156843648
13122,"Peñalolén","Gran Santiago",4291.5167891503
13123,"Providencia","Gran Santiago",2887.9267932697
13124,"Pudahuel","Gran Santiago",4262.17129652794
13125,"Quilicura","Gran Santiago",4018.20573983549
13126,"Quinta Normal","Gran Santiago",4276.75017108928
13127,"Recoleta","Gran Santiago",5752.79444073306
13128,"Renca","Gran Santiago",4730.94044852591
13129,"San Joaquín","Gran Santiago",4870.59747741457
13130,"San Miguel","Gran Santiago",3874.06091479206
13131,"San Ramón","Gran Santiago",5618.08402246286
13132,"Vitacura","Gran Santiago",2044.39102973892
13201,"Puente Alto","Gran Santiago",3614.2133802564
13401,"San Bernardo","Gran Santiago",4813.67707754514
14101,"Valdivia","Valdivia",4296.23834669796
15101,"Arica","Arica",5043.00746627079
16101,"Chillán","Chillán",4759.87119262243
16102,"Bulnes","Chillán",5202.2836893395
16103,"Chillán Viejo","Chillán",4300.92059838895
16301,"San Carlos","Chillán",5267.49136476825
16305,"San Nicolás","Chillán",4056.11757969078
1101,"Iquique","Iquique - Alto Hospicio",4896.8730677502
1107,"Alto Hospicio","Iquique - Alto Hospicio",4009.69220163024
2101,"Antofagasta","Antofagasta",4832.83671211385
3101,"Copiapó","Copiapo",4597.13592716882
4101,"La Serena","Gran Coquimbo",4963.35527200801
4102,"Coquimbo","Gran Coquimbo",4028.92411780956
5101,"Valparaíso","Valparaíso Metropolitano",5100.28221202525
5103,"Concón","Valparaíso Metropolitano",3524.11441659509
5109,"Viña del Mar","Valparaíso Metropolitano",4355.67724376212
5801,"Quilpué","Valparaíso Metropolitano",3583.14786280888
5804,"Villa Alemana","Valparaíso Metropolitano",3673.05254261164
6101,"Rancagua","Rancagua - Machalí",4863.59633712028
6108,"Machalí","Rancagua - Machalí",3631.79095888659
7101,"Talca","Talca - Maule",4121.25308177777
7105,"Maule","Talca - Maule",3015.77443795802
8101,"Concepción","Gran Concepcion",4823.93001494934
8102,"Coronel","Gran Concepcion",5085.97658281186
8103,"Chiguayante","Gran Concepcion",3409.02296995133
8106,"Lota","Gran Concepcion",5560.15833563472
8107,"Penco","Gran Concepcion",4338.73497124935
8108,"San Pedro de la Paz","Gran Concepcion",3836.78339990387
8110,"Talcahuano","Gran Concepcion",4860.98510050606
8111,"Tomé","Gran Concepcion",4000.68258091428
8112,"Hualpén","Gran Concepcion",4037.7247273799
9101,"Temuco","Temuco",4155.81907517242
9112,"Padre Las Casas","Temuco",4602.73508137432
10101,"Puerto Montt","Puerto Montt - Varas",5473.61847725686
10109,"Puerto Varas","Puerto Montt - Varas",3892.74201426199
11101,"Coihaique","Coyhaique",5030.94861091118
12101,"Punta Arenas","Punta Arenas",4756.16074608983
13101,"Santiago","Gran Santiago",3028.77876746394
13102,"Cerrillos","Gran Santiago",4777.63527781016
13103,"Cerro Navia","Gran Santiago",5262.88188669633
13104,"Conchalí","Gran Santiago",4827.99171976061
13105,"El Bosque","Gran Santiago",4709.12250003081
13106,"Estación Central","Gran Santiago",5107.05650292695
13107,"Huechuraba","Gran Santiago",4902.24781236785
13108,"Independencia","Gran Santiago",6068.4641161356
13109,"La Cisterna","Gran Santiago",4032.07945259771
13110,"La Florida","Gran Santiago",3534.94256589177
13111,"La Granja","Gran Santiago",4433.57659301304
13112,"La Pintana","Gran Santiago",5688.00378283867
13113,"La Reina","Gran Santiago",2930.4767341639
13114,"Las Condes","Gran Santiago",2324.9497943961
13115,"Lo Barnechea","Gran Santiago",2622.24565974915
13116,"Lo Espejo","Gran Santiago",5920.25492770034
13117,"Lo Prado","Gran Santiago",4657.12387000137
13118,"Macul","Gran Santiago",3656.40899167877
13119,"Maipú","Gran Santiago",3595.69991529426
13120,"Ñuñoa","Gran Santiago",2520.70967672437
13121,"Pedro Aguirre Cerda","Gran Santiago",5593.95979839433
13122,"Peñalolén","Gran Santiago",3902.25502676799
13123,"Providencia","Gran Santiago",2977.05407004547
13124,"Pudahuel","Gran Santiago",3924.39040895044
13125,"Quilicura","Gran Santiago",3704.53221241885
13126,"Quinta Normal","Gran Santiago",5322.14230152404
13127,"Recoleta","Gran Santiago",5909.35957882583
13128,"Renca","Gran Santiago",5211.45823159246
13129,"San Joaquín","Gran Santiago",4557.83508324913
13130,"San Miguel","Gran Santiago",3860.22666512901
13131,"San Ramón","Gran Santiago",5782.13298064206
13132,"Vitacura","Gran Santiago",1936.82535200421
13201,"Puente Alto","Gran Santiago",3678.74217644074
13401,"San Bernardo","Gran Santiago",4848.44084404291
14101,"Valdivia","Valdivia",4553.17966513515
15101,"Arica","Arica",5186.33674482878
16101,"Chillán","Chillán",4206.13564514926
16102,"Bulnes","Chillán",6117.23052714398
16103,"Chillán Viejo","Chillán",4112.39366020686
16301,"San Carlos","Chillán",4298.1436189407
16305,"San Nicolás","Chillán",3718.45949535193
1101,"Iquique","Iquique - Alto Hospicio",5271.22263457892
1107,"Alto Hospicio","Iquique - Alto Hospicio",4115.44102448003
2101,"Antofagasta","Antofagasta",4798.19557005544
3101,"Copiapó","Copiapo",4431.60176003152
4101,"La Serena","Gran Coquimbo",4454.61464899783
4102,"Coquimbo","Gran Coquimbo",3721.67594002438
5101,"Valparaíso","Valparaíso Metropolitano",4551.48871610089
5103,"Concón","Valparaíso Metropolitano",3171.54596815614
5109,"Viña del Mar","Valparaíso Metropolitano",4004.15528601571
5801,"Quilpué","Valparaíso Metropolitano",3715.87479947138
5804,"Villa Alemana","Valparaíso Metropolitano",3500.07367663757
6101,"Rancagua","Rancagua - Machalí",5095.59896203153
6108,"Machalí","Rancagua - Machalí",3579.61704500857
7101,"Talca","Talca - Maule",4090.88540309552
7105,"Maule","Talca - Maule",3096.54768870685
8101,"Concepción","Gran Concepcion",4290.29671210906
8102,"Coronel","Gran Concepcion",4808.97319763414
8103,"Chiguayante","Gran Concepcion",3743.55793090284
8106,"Lota","Gran Concepcion",5958.36324479541
8107,"Penco","Gran Concepcion",4117.8775083794
8108,"San Pedro de la Paz","Gran Concepcion",4276.37434660884
8110,"Talcahuano","Gran Concepcion",4503.62313951449
8111,"Tomé","Gran Concepcion",4186.62778587794
8112,"Hualpén","Gran Concepcion",4264.17998279842
9101,"Temuco","Temuco",4232.96429243386
9112,"Padre Las Casas","Temuco",4973.01518680185
10101,"Puerto Montt","Puerto Montt - Varas",4961.12266821267
10109,"Puerto Varas","Puerto Montt - Varas",3821.21241233548
11101,"Coihaique","Coyhaique",4596.9198848087
12101,"Punta Arenas","Punta Arenas",4905.73932074379
13101,"Santiago","Gran Santiago",3033.28732070077
13102,"Cerrillos","Gran Santiago",5121.19649303765
13103,"Cerro Navia","Gran Santiago",5466.25497585857
13104,"Conchalí","Gran Santiago",5851.84643272287
13105,"El Bosque","Gran Santiago",5450.41494162265
13106,"Estación Central","Gran Santiago",4769.10541078396
13107,"Huechuraba","Gran Santiago",4244.67812259554
13108,"Independencia","Gran Santiago",5696.75925925926
13109,"La Cisterna","Gran Santiago",3518.31363186397
13110,"La Florida","Gran Santiago",3516.4571310512
13111,"La Granja","Gran Santiago",5182.68738261909
13112,"La Pintana","Gran Santiago",5792.84290061916
13113,"La Reina","Gran Santiago",2937.29930708129
13114,"Las Condes","Gran Santiago",1982.93087040428
13115,"Lo Barnechea","Gran Santiago",2405.92791364274
13116,"Lo Espejo","Gran Santiago",6491.75473114136
13117,"Lo Prado","Gran Santiago",4169.02310195806
13118,"Macul","Gran Santiago",3412.56830601093
13119,"Maipú","Gran Santiago",3124.993924217
13120,"Ñuñoa","Gran Santiago",2613.63094386417
13121,"Pedro Aguirre Cerda","Gran Santiago",5660.66262813599
13122,"Peñalolén","Gran Santiago",4297.58204979338
13123,"Providencia","Gran Santiago",2620.05937947647
13124,"Pudahuel","Gran Santiago",4444.26545670958
13125,"Quilicura","Gran Santiago",4062.7894851404
13126,"Quinta Normal","Gran Santiago",4825.16881405144
13127,"Recoleta","Gran Santiago",5429.91069901119
13128,"Renca","Gran Santiago",5245.48216855909
13129,"San Joaquín","Gran Santiago",4564.23285098862
13130,"San Miguel","Gran Santiago",3824.00935989409
13131,"San Ramón","Gran Santiago",5680.26546945149
13132,"Vitacura","Gran Santiago",2639.74555428218
13201,"Puente Alto","Gran Santiago",4210.72710991164
13401,"San Bernardo","Gran Santiago",4853.02719843466
14101,"Valdivia","Valdivia",4551.21963718356
15101,"Arica","Arica",4705.53067112056
16101,"Chillán","Chillán",4658.16375982804
16102,"Bulnes","Chillán",4147.82779634362
16103,"Chillán Viejo","Chillán",3691.76372712146
16301,"San Carlos","Chillán",3997.84008639654
16305,"San Nicolás","Chillán",1602.26201696513
1101,"Iquique","Iquique - Alto Hospicio",5010.22604375248
1107,"Alto Hospicio","Iquique - Alto Hospicio",3300.49732211171
2101,"Antofagasta","Antofagasta",4552.97309851416
3101,"Copiapó","Copiapo",4325.61374316709
4101,"La Serena","Gran Coquimbo",4272.40972318455
4102,"Coquimbo","Gran Coquimbo",3916.65273831411
5101,"Valparaíso","Valparaíso Metropolitano",4737.3580735433
5103,"Concón","Valparaíso Metropolitano",3992.29911845172
5109,"Viña del Mar","Valparaíso Metropolitano",3917.85830171525
5801,"Quilpué","Valparaíso Metropolitano",3965.33135440149
5804,"Villa Alemana","Valparaíso Metropolitano",4090.44368600683
6101,"Rancagua","Rancagua - Machalí",4781.94436145422
6108,"Machalí","Rancagua - Machalí",3825.10374691766
7101,"Talca","Talca - Maule",4509.01756386754
7105,"Maule","Talca - Maule",4157.91684166317
8101,"Concepción","Gran Concepcion",4557.81843286158
8102,"Coronel","Gran Concepcion",3901.38316967585
8103,"Chiguayante","Gran Concepcion",4496.06683406919
8106,"Lota","Gran Concepcion",5459.83701979045
8107,"Penco","Gran Concepcion",4370.51532941944
8108,"San Pedro de la Paz","Gran Concepcion",3753.0457896902
8110,"Talcahuano","Gran Concepcion",4498.86952872209
8111,"Tomé","Gran Concepcion",4161.5458791053
8112,"Hualpén","Gran Concepcion",4169.91470372253
9101,"Temuco","Temuco",4790.9675717656
9112,"Padre Las Casas","Temuco",4375.29246607394
10101,"Puerto Montt","Puerto Montt - Varas",4494.77775588158
10109,"Puerto Varas","Puerto Montt - Varas",3740.28306121967
11101,"Coihaique","Coyhaique",3712.5982851247
12101,"Punta Arenas","Punta Arenas",4648.52426532863
13101,"Santiago","Gran Santiago",2839.62110334454
13102,"Cerrillos","Gran Santiago",4093.28219403004
13103,"Cerro Navia","Gran Santiago",5132.80826260666
13104,"Conchalí","Gran Santiago",5571.08086180474
13105,"El Bosque","Gran Santiago",4371.22267985825
13106,"Estación Central","Gran Santiago",4937.07349384599
13107,"Huechuraba","Gran Santiago",4092.42175323308
13108,"Independencia","Gran Santiago",5823.3927886892
13109,"La Cisterna","Gran Santiago",4193.36457618643
13110,"La Florida","Gran Santiago",3978.37499371041
13111,"La Granja","Gran Santiago",5225.89491294487
13112,"La Pintana","Gran Santiago",5634.76351295147
13113,"La Reina","Gran Santiago",2695.13674022191
13114,"Las Condes","Gran Santiago",2409.19992343406
13115,"Lo Barnechea","Gran Santiago",2091.98753794536
13116,"Lo Espejo","Gran Santiago",6337.06021130372
13117,"Lo Prado","Gran Santiago",4112.55878165581
13118,"Macul","Gran Santiago",3527.49047359826
13119,"Maipú","Gran Santiago",3299.92098780733
13120,"Ñuñoa","Gran Santiago",2755.49536410043
13121,"Pedro Aguirre Cerda","Gran Santiago",4861.4437570705
13122,"Peñalolén","Gran Santiago",4415.98952843981
13123,"Providencia","Gran Santiago",3263.68284830503
13124,"Pudahuel","Gran Santiago",4361.1591887454
13125,"Quilicura","Gran Santiago",3882.44278570197
13126,"Quinta Normal","Gran Santiago",4965.01640152449
13127,"Recoleta","Gran Santiago",5643.1935731617
13128,"Renca","Gran Santiago",4605.13097638199
13129,"San Joaquín","Gran Santiago",4908.5883645809
13130,"San Miguel","Gran Santiago",4030.46938509248
13131,"San Ramón","Gran Santiago",5717.67878570457
13132,"Vitacura","Gran Santiago",1973.05597852737
13201,"Puente Alto","Gran Santiago",4012.65013272127
13401,"San Bernardo","Gran Santiago",4468.67259511918
14101,"Valdivia","Valdivia",4434.50527947548
15101,"Arica","Arica",4784.76083233631
16101,"Chillán","Chillán",5083.60332600766
16102,"Bulnes","Chillán",4239.86652272058
16103,"Chillán Viejo","Chillán",3204.38602465436
16301,"San Carlos","Chillán",5874.72571314582
16305,"San Nicolás","Chillán",5365.16853932584
1101,"Iquique","Iquique - Alto Hospicio",4501.21525943147
1107,"Alto Hospicio","Iquique - Alto Hospicio",3613.72919360991
2101,"Antofagasta","Antofagasta",4836.90574141995
3101,"Copiapó","Copiapo",4066.34942916567
4101,"La Serena","Gran Coquimbo",4113.67054094697
4102,"Coquimbo","Gran Coquimbo",3801.5739435018
5101,"Valparaíso","Valparaíso Metropolitano",4785.41992326275
5103,"Concón","Valparaíso Metropolitano",3890.29177188289
5109,"Viña del Mar","Valparaíso Metropolitano",3899.76677333623
5801,"Quilpué","Valparaíso Metropolitano",3178.09397612094
5804,"Villa Alemana","Valparaíso Metropolitano",2725.4162079485
6101,"Rancagua","Rancagua - Machalí",4544.08883359359
6108,"Machalí","Rancagua - Machalí",2751.04235670031
7101,"Talca","Talca - Maule",4476.6463360321
7105,"Maule","Talca - Maule",2798.022953841
8101,"Concepción","Gran Concepcion",3846.33065480021
8102,"Coronel","Gran Concepcion",3937.16583370402
8103,"Chiguayante","Gran Concepcion",3241.13112982339
8106,"Lota","Gran Concepcion",5907.54827384435
8107,"Penco","Gran Concepcion",3095.94160076475
8108,"San Pedro de la Paz","Gran Concepcion",4022.96179232128
8110,"Talcahuano","Gran Concepcion",4740.91980091125
8111,"Tomé","Gran Concepcion",4411.7924795558
8112,"Hualpén","Gran Concepcion",4187.77287649906
9101,"Temuco","Temuco",4223.99359394336
9112,"Padre Las Casas","Temuco",4292.74393062012
10101,"Puerto Montt","Puerto Montt - Varas",4488.14219464295
10109,"Puerto Varas","Puerto Montt - Varas",4219.85073585827
11101,"Coihaique","Coyhaique",3636.84629678789
12101,"Punta Arenas","Punta Arenas",4681.5261362735
13101,"Santiago","Gran Santiago",3036.98834717217
13102,"Cerrillos","Gran Santiago",4379.9250248642
13103,"Cerro Navia","Gran Santiago",5008.66484384026
13104,"Conchalí","Gran Santiago",5001.19566920368
13105,"El Bosque","Gran Santiago",5430.55022614187
13106,"Estación Central","Gran Santiago",4371.28410709307
13107,"Huechuraba","Gran Santiago",4434.16672715772
13108,"Independencia","Gran Santiago",5571.81878529998
13109,"La Cisterna","Gran Santiago",4238.95899053628
13110,"La Florida","Gran Santiago",3288.57221156481
13111,"La Granja","Gran Santiago",5095.63567032029
13112,"La Pintana","Gran Santiago",4789.65590176892
13113,"La Reina","Gran Santiago",2749.53605137021
13114,"Las Condes","Gran Santiago",2506.39101922863
13115,"Lo Barnechea","Gran Santiago",2083.02743762175
13116,"Lo Espejo","Gran Santiago",5463.83525583227
13117,"Lo Prado","Gran Santiago",4951.84197638352
13118,"Macul","Gran Santiago",3541.29251762073
13119,"Maipú","Gran Santiago",2938.67474178585
