"agno";"comuna";"nom_com";"city";"AVPP"
2020;1101;"Iquique";"Iquique - Alto Hospicio";3801,16682135889
2020;1107;"Alto Hospicio";"Iquique - Alto Hospicio";3990,62325464314
2020;2101;"Antofagasta";"Antofagasta";3947,46860470543
2020;3101;"Copiapó";"Copiapo";3480,34415436444
2020;4101;"La Serena";"Gran Coquimbo";3391,60839160839
2020;4102;"Coquimbo";"Gran Coquimbo";3729,79277535544
2020;5101;"Valparaíso";"Valparaíso Metropolitano";4478,31771021668
2020;5103;"Concón";"Valparaíso Metropolitano";2856,60412934854
2020;5109;"Viña del Mar";"Valparaíso Metropolitano";3698,66856563302
2020;5801;"Quilpué";"Valparaíso Metropolitano";3580,6781506913
2020;5804;"Villa Alemana";"Valparaíso Metropolitano";3175,15262131034
2020;6101;"Rancagua";"Rancagua - Machalí";4783,21051988764
2020;6108;"Machalí";"Rancagua - Machalí";3358,33347970421
2020;7101;"Talca";"Talca - Maule";4043,88858347077
2020;7105;"Maule";"Talca - Maule";3071,67829127024
2020;8101;"Concepción";"Gran Concepcion";4225,02912389811
2020;8102;"Coronel";"Gran Concepcion";4427,19599609789
2020;8103;"Chiguayante";"Gran Concepcion";3042,64183455488
2020;8106;"Lota";"Gran Concepcion";4250,95908690161
2020;8107;"Penco";"Gran Concepcion";3436,54525362397
2020;8108;"San Pedro de la Paz";"Gran Concepcion";3368,76095046408
2020;8110;"Talcahuano";"Gran Concepcion";3769,74333662389
2020;8111;"Tomé";"Gran Concepcion";3571,1592126103
2020;8112;"Hualpén";"Gran Concepcion";3783,12765527008
2020;9101;"Temuco";"Temuco";3691,89425527604
2020;9112;"Padre Las Casas";"Temuco";4826,27741021408
2020;10101;"Puerto Montt";"Puerto Montt - Varas";3971,73632595764
2020;10109;"Puerto Varas";"Puerto Montt - Varas";3121,71168011224
2020;11101;"Coihaique";"Coyhaique";4573,85870508592
2020;12101;"Punta Arenas";"Punta Arenas";4277,41273880512
2020;13101;"Santiago";"Gran Santiago";2925,32042652574
2020;13102;"Cerrillos";"Gran Santiago";4360,60576736985
2020;13103;"Cerro Navia";"Gran Santiago";7108,61952401571
2020;13104;"Conchalí";"Gran Santiago";5114,19863040811
2020;13105;"El Bosque";"Gran Santiago";5548,14516534957
2020;13106;"Estación Central";"Gran Santiago";3987,41750576088
2020;13107;"Huechuraba";"Gran Santiago";3858,25140317173
2020;13108;"Independencia";"Gran Santiago";5519,45350147897
2020;13109;"La Cisterna";"Gran Santiago";3445,16852203919
2020;13110;"La Florida";"Gran Santiago";3485,46403980014
2020;13111;"La Granja";"Gran Santiago";5361,67596293206
2020;13112;"La Pintana";"Gran Santiago";6514,89666427965
2020;13113;"La Reina";"Gran Santiago";2205,54196151048
2020;13114;"Las Condes";"Gran Santiago";1849,49388849673
2020;13115;"Lo Barnechea";"Gran Santiago";2027,62491467289
2020;13116;"Lo Espejo";"Gran Santiago";7302,15939749372
2020;13117;"Lo Prado";"Gran Santiago";4671,72250623178
2020;13118;"Macul";"Gran Santiago";2798,49980714151
2020;13119;"Maipú";"Gran Santiago";3346,44448255354
2020;13120;"Ñuñoa";"Gran Santiago";1957,07182418205
2020;13121;"Pedro Aguirre Cerda";"Gran Santiago";6472,24066601971
2020;13122;"Peñalolén";"Gran Santiago";3867,56647816387
2020;13123;"Providencia";"Gran Santiago";2606,30127483666
2020;13124;"Pudahuel";"Gran Santiago";3912,268825198
2020;13125;"Quilicura";"Gran Santiago";3848,64113300891
2020;13126;"Quinta Normal";"Gran Santiago";4647,50121882018
2020;13127;"Recoleta";"Gran Santiago";5256,40074634956
2020;13128;"Renca";"Gran Santiago";4641,64543426316
2020;13129;"San Joaquín";"Gran Santiago";5269,23570420427
2020;13130;"San Miguel";"Gran Santiago";3893,17731124113
2020;13131;"San Ramón";"Gran Santiago";6713,51503016235
2020;13132;"Vitacura";"Gran Santiago";1445,83969017721
2020;13201;"Puente Alto";"Gran Santiago";3649,59728191559
2020;13401;"San Bernardo";"Gran Santiago";4916,34232682139
2020;14101;"Valdivia";"Valdivia";4368,35386598096
2020;15101;"Arica";"Arica";4518,99782002886
2020;16101;"Chillán";"Chillán";4366,52713237836
2020;16102;"Bulnes";"Chillán";4847,06342226131
2020;16103;"Chillán Viejo";"Chillán";3215,02868309904
2020;16301;"San Carlos";"Chillán";4703,17025594546
2020;16305;"San Nicolás";"Chillán";4629,3769895407
