"agno";"comuna";"nom_com";"city";"AVPP"
2009;1101;"Iquique";"Iquique - Alto Hospicio";5948,10685688641
2009;1107;"Alto Hospicio";"Iquique - Alto Hospicio";3538,13025450714
2009;2101;"Antofagasta";"Antofagasta";5392,05316143805
2009;3101;"Copiapó";"Copiapo";5429,2876248092
2009;4101;"La Serena";"Gran Coquimbo";4988,46644413688
2009;4102;"Coquimbo";"Gran Coquimbo";4031,72469986931
2009;5101;"Valparaíso";"Valparaíso Metropolitano";5651,40080108369
2009;5103;"Concón";"Valparaíso Metropolitano";2704,12254264938
2009;5109;"Viña del Mar";"Valparaíso Metropolitano";4397,95018215366
2009;5801;"Quilpué";"Valparaíso Metropolitano";3599,75912392479
2009;5804;"Villa Alemana";"Valparaíso Metropolitano";4220,54665409991
2009;6101;"Rancagua";"Rancagua - Machalí";5797,20549567902
2009;6108;"Machalí";"Rancagua - Machalí";3678,42712131664
2009;7101;"Talca";"Talca - Maule";5442,89563986739
2009;7105;"Maule";"Talca - Maule";3089,25603675824
2009;8101;"Concepción";"Gran Concepcion";4606,70243154741
2009;8102;"Coronel";"Gran Concepcion";4770,70762994173
2009;8103;"Chiguayante";"Gran Concepcion";4380,51650866296
2009;8106;"Lota";"Gran Concepcion";7263,04484023986
2009;8107;"Penco";"Gran Concepcion";4818,90797680271
2009;8108;"San Pedro de la Paz";"Gran Concepcion";4770,58249267816
2009;8110;"Talcahuano";"Gran Concepcion";5554,45635972722
2009;8111;"Tomé";"Gran Concepcion";5033,3001607594
2009;8112;"Hualpén";"Gran Concepcion";4614,76771495675
2009;9101;"Temuco";"Temuco";4592,55003351527
2009;9112;"Padre Las Casas";"Temuco";5411,2327249315
2009;10101;"Puerto Montt";"Puerto Montt - Varas";5999,45395319061
2009;10109;"Puerto Varas";"Puerto Montt - Varas";4052,62880345937
2009;11101;"Coihaique";"Coyhaique";5772,16130830701
2009;12101;"Punta Arenas";"Punta Arenas";5300,80002661211
2009;13101;"Santiago";"Gran Santiago";3340,10969019031
2009;13102;"Cerrillos";"Gran Santiago";4510,60889898628
2009;13103;"Cerro Navia";"Gran Santiago";6429,59199872996
2009;13104;"Conchalí";"Gran Santiago";4998,90870541282
2009;13105;"El Bosque";"Gran Santiago";5925,07301393112
2009;13106;"Estación Central";"Gran Santiago";5847,54288226293
2009;13107;"Huechuraba";"Gran Santiago";4873,15880355549
2009;13108;"Independencia";"Gran Santiago";7336,20002352603
2009;13109;"La Cisterna";"Gran Santiago";4119,7356973217
2009;13110;"La Florida";"Gran Santiago";4023,00602024109
2009;13111;"La Granja";"Gran Santiago";5438,40717872993
2009;13112;"La Pintana";"Gran Santiago";5660,23466367035
2009;13113;"La Reina";"Gran Santiago";3250,62659384679
2009;13114;"Las Condes";"Gran Santiago";2299,28472882117
2009;13115;"Lo Barnechea";"Gran Santiago";2519,55988851703
2009;13116;"Lo Espejo";"Gran Santiago";5343,19730495368
2009;13117;"Lo Prado";"Gran Santiago";5061,21622988971
2009;13118;"Macul";"Gran Santiago";4047,61024655306
2009;13119;"Maipú";"Gran Santiago";3492,92045631258
2009;13120;"Ñuñoa";"Gran Santiago";3080,00392430704
2009;13121;"Pedro Aguirre Cerda";"Gran Santiago";5197,81004522733
2009;13122;"Peñalolén";"Gran Santiago";4166,10129430148
2009;13123;"Providencia";"Gran Santiago";3722,5302936948
2009;13124;"Pudahuel";"Gran Santiago";4162,93454762028
2009;13125;"Quilicura";"Gran Santiago";3936,88255959258
2009;13126;"Quinta Normal";"Gran Santiago";4599,38479566427
2009;13127;"Recoleta";"Gran Santiago";6605,68328058154
2009;13128;"Renca";"Gran Santiago";4966,29405239355
2009;13129;"San Joaquín";"Gran Santiago";5105,89852644241
2009;13130;"San Miguel";"Gran Santiago";4175,87703725762
2009;13131;"San Ramón";"Gran Santiago";5649,28047323815
2009;13132;"Vitacura";"Gran Santiago";2232,39912745086
2009;13201;"Puente Alto";"Gran Santiago";3887,36919643022
2009;13401;"San Bernardo";"Gran Santiago";4916,36089123105
2009;14101;"Valdivia";"Valdivia";5403,13531020488
2009;15101;"Arica";"Arica";4783,23136326142
2009;16101;"Chillán";"Chillán";4876,78431511167
2009;16102;"Bulnes";"Chillán";7788,8702184442
2009;16103;"Chillán Viejo";"Chillán";3778,35683629675
2009;16301;"San Carlos";"Chillán";5432,64851735654
2009;16305;"San Nicolás";"Chillán";6341,60641000586
