"agno";"comuna";"nom_com";"city";"AVPP"
2017;1101;"Iquique";"Iquique - Alto Hospicio";4072,73257145236
2017;1107;"Alto Hospicio";"Iquique - Alto Hospicio";2947,97687861272
2017;2101;"Antofagasta";"Antofagasta";4488,09660850642
2017;3101;"Copiapó";"Copiapo";3824,1772273119
2017;4101;"La Serena";"Gran Coquimbo";3837,05927997172
2017;4102;"Coquimbo";"Gran Coquimbo";3431,32886575889
2017;5101;"Valparaíso";"Valparaíso Metropolitano";4564,56477693426
2017;5103;"Concón";"Valparaíso Metropolitano";2692,63962520035
2017;5109;"Viña del Mar";"Valparaíso Metropolitano";3768,01962180552
2017;5801;"Quilpué";"Valparaíso Metropolitano";3863,45376010328
2017;5804;"Villa Alemana";"Valparaíso Metropolitano";3233,0615687377
2017;6101;"Rancagua";"Rancagua - Machalí";4443,34545942231
2017;6108;"Machalí";"Rancagua - Machalí";2702,24208453265
2017;7101;"Talca";"Talca - Maule";4093,31375702067
2017;7105;"Maule";"Talca - Maule";2886,35595074695
2017;8101;"Concepción";"Gran Concepcion";3705,59238483767
2017;8102;"Coronel";"Gran Concepcion";3741,14042906718
2017;8103;"Chiguayante";"Gran Concepcion";3644,90081458909
2017;8106;"Lota";"Gran Concepcion";5222,40527182866
2017;8107;"Penco";"Gran Concepcion";4139,24902816687
2017;8108;"San Pedro de la Paz";"Gran Concepcion";3314,96751149447
2017;8110;"Talcahuano";"Gran Concepcion";4516,59490980435
2017;8111;"Tomé";"Gran Concepcion";3648,61548915608
2017;8112;"Hualpén";"Gran Concepcion";3765,24699569364
2017;9101;"Temuco";"Temuco";3716,22965821828
2017;9112;"Padre Las Casas";"Temuco";4813,71047895345
2017;10101;"Puerto Montt";"Puerto Montt - Varas";4244,39938396271
2017;10109;"Puerto Varas";"Puerto Montt - Varas";3300,7530844416
2017;11101;"Coihaique";"Coyhaique";4173,63445932863
2017;12101;"Punta Arenas";"Punta Arenas";4019,25845507541
2017;13101;"Santiago";"Gran Santiago";2998,04985785108
2017;13102;"Cerrillos";"Gran Santiago";3617,3461019216
2017;13103;"Cerro Navia";"Gran Santiago";5468,55081085675
2017;13104;"Conchalí";"Gran Santiago";4899,58847736626
2017;13105;"El Bosque";"Gran Santiago";4404,17616704668
2017;13106;"Estación Central";"Gran Santiago";4189,22542816348
2017;13107;"Huechuraba";"Gran Santiago";3938,23257327003
2017;13108;"Independencia";"Gran Santiago";6112,21323566814
2017;13109;"La Cisterna";"Gran Santiago";3733,6093857833
2017;13110;"La Florida";"Gran Santiago";3425,04696235765
2017;13111;"La Granja";"Gran Santiago";5260,16017945707
2017;13112;"La Pintana";"Gran Santiago";5391,79042029746
2017;13113;"La Reina";"Gran Santiago";2613,98521887436
2017;13114;"Las Condes";"Gran Santiago";2114,46700599431
2017;13115;"Lo Barnechea";"Gran Santiago";1946,2685432446
2017;13116;"Lo Espejo";"Gran Santiago";5581,10433286407
2017;13117;"Lo Prado";"Gran Santiago";3956,92079618043
2017;13118;"Macul";"Gran Santiago";3398,24019704082
2017;13119;"Maipú";"Gran Santiago";3194,91206945478
2017;13120;"Ñuñoa";"Gran Santiago";2447,0291047782
2017;13121;"Pedro Aguirre Cerda";"Gran Santiago";4473,04807751906
2017;13122;"Peñalolén";"Gran Santiago";3959,82398921494
2017;13123;"Providencia";"Gran Santiago";3205,36010370504
2017;13124;"Pudahuel";"Gran Santiago";3548,15256620679
2017;13125;"Quilicura";"Gran Santiago";3287,7587587912
2017;13126;"Quinta Normal";"Gran Santiago";4702,82958317287
2017;13127;"Recoleta";"Gran Santiago";4337,8920912622
2017;13128;"Renca";"Gran Santiago";4573,2208404098
2017;13129;"San Joaquín";"Gran Santiago";5504,33267871606
2017;13130;"San Miguel";"Gran Santiago";4051,34871011509
2017;13131;"San Ramón";"Gran Santiago";5393,46047666084
2017;13132;"Vitacura";"Gran Santiago";1978,59599949038
2017;13201;"Puente Alto";"Gran Santiago";3505,34080707444
2017;13401;"San Bernardo";"Gran Santiago";4078,47203418374
2017;14101;"Valdivia";"Valdivia";4524,66636677163
2017;15101;"Arica";"Arica";4204,78172863759
2017;16101;"Chillán";"Chillán";4740,27135161716
2017;16102;"Bulnes";"Chillán";2560,33680912518
2017;16103;"Chillán Viejo";"Chillán";2399,52601955169
2017;16301;"San Carlos";"Chillán";5141,42896814377
2017;16305;"San Nicolás";"Chillán";4686,20020334596
