"agno";"comuna";"nom_com";"city";"AVPP"
2016;1101;"Iquique";"Iquique - Alto Hospicio";4501,21525943147
2016;1107;"Alto Hospicio";"Iquique - Alto Hospicio";3613,72919360991
2016;2101;"Antofagasta";"Antofagasta";4836,90574141995
2016;3101;"Copiapó";"Copiapo";4066,34942916567
2016;4101;"La Serena";"Gran Coquimbo";4113,67054094697
2016;4102;"Coquimbo";"Gran Coquimbo";3801,5739435018
2016;5101;"Valparaíso";"Valparaíso Metropolitano";4785,41992326275
2016;5103;"Concón";"Valparaíso Metropolitano";3890,29177188289
2016;5109;"Viña del Mar";"Valparaíso Metropolitano";3899,76677333623
2016;5801;"Quilpué";"Valparaíso Metropolitano";3178,09397612094
2016;5804;"Villa Alemana";"Valparaíso Metropolitano";2725,4162079485
2016;6101;"Rancagua";"Rancagua - Machalí";4544,08883359359
2016;6108;"Machalí";"Rancagua - Machalí";2751,04235670031
2016;7101;"Talca";"Talca - Maule";4476,6463360321
2016;7105;"Maule";"Talca - Maule";2798,022953841
2016;8101;"Concepción";"Gran Concepcion";3846,33065480021
2016;8102;"Coronel";"Gran Concepcion";3937,16583370402
2016;8103;"Chiguayante";"Gran Concepcion";3241,13112982339
2016;8106;"Lota";"Gran Concepcion";5907,54827384435
2016;8107;"Penco";"Gran Concepcion";3095,94160076475
2016;8108;"San Pedro de la Paz";"Gran Concepcion";4022,96179232128
2016;8110;"Talcahuano";"Gran Concepcion";4740,91980091125
2016;8111;"Tomé";"Gran Concepcion";4411,7924795558
2016;8112;"Hualpén";"Gran Concepcion";4187,77287649906
2016;9101;"Temuco";"Temuco";4223,99359394336
2016;9112;"Padre Las Casas";"Temuco";4292,74393062012
2016;10101;"Puerto Montt";"Puerto Montt - Varas";4488,14219464295
2016;10109;"Puerto Varas";"Puerto Montt - Varas";4219,85073585827
2016;11101;"Coihaique";"Coyhaique";3636,84629678789
2016;12101;"Punta Arenas";"Punta Arenas";4681,5261362735
2016;13101;"Santiago";"Gran Santiago";3036,98834717217
2016;13102;"Cerrillos";"Gran Santiago";4379,9250248642
2016;13103;"Cerro Navia";"Gran Santiago";5008,66484384026
2016;13104;"Conchalí";"Gran Santiago";5001,19566920368
2016;13105;"El Bosque";"Gran Santiago";5430,55022614187
2016;13106;"Estación Central";"Gran Santiago";4371,28410709307
2016;13107;"Huechuraba";"Gran Santiago";4434,16672715772
2016;13108;"Independencia";"Gran Santiago";5571,81878529998
2016;13109;"La Cisterna";"Gran Santiago";4238,95899053628
2016;13110;"La Florida";"Gran Santiago";3288,57221156481
2016;13111;"La Granja";"Gran Santiago";5095,63567032029
2016;13112;"La Pintana";"Gran Santiago";4789,65590176892
2016;13113;"La Reina";"Gran Santiago";2749,53605137021
2016;13114;"Las Condes";"Gran Santiago";2506,39101922863
2016;13115;"Lo Barnechea";"Gran Santiago";2083,02743762175
2016;13116;"Lo Espejo";"Gran Santiago";5463,83525583227
2016;13117;"Lo Prado";"Gran Santiago";4951,84197638352
2016;13118;"Macul";"Gran Santiago";3541,29251762073
2016;13119;"Maipú";"Gran Santiago";2938,67474178585
2016;13120;"Ñuñoa";"Gran Santiago";2464,34794160778
2016;13121;"Pedro Aguirre Cerda";"Gran Santiago";4981,37515177708
2016;13122;"Peñalolén";"Gran Santiago";3717,74711710798
2016;13123;"Providencia";"Gran Santiago";3575,02986301795
2016;13124;"Pudahuel";"Gran Santiago";4311,72191637953
2016;13125;"Quilicura";"Gran Santiago";3611,19628962398
2016;13126;"Quinta Normal";"Gran Santiago";4129,15447520444
2016;13127;"Recoleta";"Gran Santiago";6175,57574902783
2016;13128;"Renca";"Gran Santiago";5505,07454860321
2016;13129;"San Joaquín";"Gran Santiago";3744,40510388135
2016;13130;"San Miguel";"Gran Santiago";4075,53600987296
2016;13131;"San Ramón";"Gran Santiago";4854,62455647638
2016;13132;"Vitacura";"Gran Santiago";2202,64885289452
2016;13201;"Puente Alto";"Gran Santiago";3762,81652336267
2016;13401;"San Bernardo";"Gran Santiago";4313,19793726805
2016;14101;"Valdivia";"Valdivia";4092,3921944091
2016;15101;"Arica";"Arica";4938,71866295265
2016;16101;"Chillán";"Chillán";4831,38543606827
2016;16102;"Bulnes";"Chillán";4931,85606432003
2016;16103;"Chillán Viejo";"Chillán";2595,18467669022
2016;16301;"San Carlos";"Chillán";4607,57982691734
2016;16305;"San Nicolás";"Chillán";5070,23909200856
