"agno";"comuna";"nom_com";"city";"AVPP"
2013;1101;"Iquique";"Iquique - Alto Hospicio";4896,8730677502
2013;1107;"Alto Hospicio";"Iquique - Alto Hospicio";4009,69220163024
2013;2101;"Antofagasta";"Antofagasta";4832,83671211385
2013;3101;"Copiapó";"Copiapo";4597,13592716882
2013;4101;"La Serena";"Gran Coquimbo";4963,35527200801
2013;4102;"Coquimbo";"Gran Coquimbo";4028,92411780956
2013;5101;"Valparaíso";"Valparaíso Metropolitano";5100,28221202525
2013;5103;"Concón";"Valparaíso Metropolitano";3524,11441659509
2013;5109;"Viña del Mar";"Valparaíso Metropolitano";4355,67724376212
2013;5801;"Quilpué";"Valparaíso Metropolitano";3583,14786280888
2013;5804;"Villa Alemana";"Valparaíso Metropolitano";3673,05254261164
2013;6101;"Rancagua";"Rancagua - Machalí";4863,59633712028
2013;6108;"Machalí";"Rancagua - Machalí";3631,79095888659
2013;7101;"Talca";"Talca - Maule";4121,25308177777
2013;7105;"Maule";"Talca - Maule";3015,77443795802
2013;8101;"Concepción";"Gran Concepcion";4823,93001494934
2013;8102;"Coronel";"Gran Concepcion";5085,97658281186
2013;8103;"Chiguayante";"Gran Concepcion";3409,02296995133
2013;8106;"Lota";"Gran Concepcion";5560,15833563472
2013;8107;"Penco";"Gran Concepcion";4338,73497124935
2013;8108;"San Pedro de la Paz";"Gran Concepcion";3836,78339990387
2013;8110;"Talcahuano";"Gran Concepcion";4860,98510050606
2013;8111;"Tomé";"Gran Concepcion";4000,68258091428
2013;8112;"Hualpén";"Gran Concepcion";4037,7247273799
2013;9101;"Temuco";"Temuco";4155,81907517242
2013;9112;"Padre Las Casas";"Temuco";4602,73508137432
2013;10101;"Puerto Montt";"Puerto Montt - Varas";5473,61847725686
2013;10109;"Puerto Varas";"Puerto Montt - Varas";3892,74201426199
2013;11101;"Coihaique";"Coyhaique";5030,94861091118
2013;12101;"Punta Arenas";"Punta Arenas";4756,16074608983
2013;13101;"Santiago";"Gran Santiago";3028,77876746394
2013;13102;"Cerrillos";"Gran Santiago";4777,63527781016
2013;13103;"Cerro Navia";"Gran Santiago";5262,88188669633
2013;13104;"Conchalí";"Gran Santiago";4827,99171976061
2013;13105;"El Bosque";"Gran Santiago";4709,12250003081
2013;13106;"Estación Central";"Gran Santiago";5107,05650292695
2013;13107;"Huechuraba";"Gran Santiago";4902,24781236785
2013;13108;"Independencia";"Gran Santiago";6068,4641161356
2013;13109;"La Cisterna";"Gran Santiago";4032,07945259771
2013;13110;"La Florida";"Gran Santiago";3534,94256589177
2013;13111;"La Granja";"Gran Santiago";4433,57659301304
2013;13112;"La Pintana";"Gran Santiago";5688,00378283867
2013;13113;"La Reina";"Gran Santiago";2930,4767341639
2013;13114;"Las Condes";"Gran Santiago";2324,9497943961
2013;13115;"Lo Barnechea";"Gran Santiago";2622,24565974915
2013;13116;"Lo Espejo";"Gran Santiago";5920,25492770034
2013;13117;"Lo Prado";"Gran Santiago";4657,12387000137
2013;13118;"Macul";"Gran Santiago";3656,40899167877
2013;13119;"Maipú";"Gran Santiago";3595,69991529426
2013;13120;"Ñuñoa";"Gran Santiago";2520,70967672437
2013;13121;"Pedro Aguirre Cerda";"Gran Santiago";5593,95979839433
2013;13122;"Peñalolén";"Gran Santiago";3902,25502676799
2013;13123;"Providencia";"Gran Santiago";2977,05407004547
2013;13124;"Pudahuel";"Gran Santiago";3924,39040895044
2013;13125;"Quilicura";"Gran Santiago";3704,53221241885
2013;13126;"Quinta Normal";"Gran Santiago";5322,14230152404
2013;13127;"Recoleta";"Gran Santiago";5909,35957882583
2013;13128;"Renca";"Gran Santiago";5211,45823159246
2013;13129;"San Joaquín";"Gran Santiago";4557,83508324913
2013;13130;"San Miguel";"Gran Santiago";3860,22666512901
2013;13131;"San Ramón";"Gran Santiago";5782,13298064206
2013;13132;"Vitacura";"Gran Santiago";1936,82535200421
2013;13201;"Puente Alto";"Gran Santiago";3678,74217644074
2013;13401;"San Bernardo";"Gran Santiago";4848,44084404291
2013;14101;"Valdivia";"Valdivia";4553,17966513515
2013;15101;"Arica";"Arica";5186,33674482878
2013;16101;"Chillán";"Chillán";4206,13564514926
2013;16102;"Bulnes";"Chillán";6117,23052714398
2013;16103;"Chillán Viejo";"Chillán";4112,39366020686
2013;16301;"San Carlos";"Chillán";4298,1436189407
2013;16305;"San Nicolás";"Chillán";3718,45949535193
