"agno";"comuna";"nom_com";"city";"dato"
"2012";1101;"Iquique";"Iquique - Alto Hospicio";47,2
"2012";1107;"Alto Hospicio";"Iquique - Alto Hospicio";48,6
"2012";2101;"Antofagasta";"Antofagasta";48,5
"2012";3101;"Copiapó";"Copiapo";52,6
"2012";4101;"La Serena";"Gran Coquimbo";47,1
"2012";4102;"Coquimbo";"Gran Coquimbo";50,6
"2012";5101;"Valparaíso";"Valparaíso Metropolitano";52,8
"2012";5103;"Concón";"Valparaíso Metropolitano";54,4
"2012";5109;"Viña del Mar";"Valparaíso Metropolitano";49,9
"2012";5801;"Quilpué";"Valparaíso Metropolitano";48,1
"2012";5804;"Villa Alemana";"Valparaíso Metropolitano";47,4
"2012";6101;"Rancagua";"Rancagua - Machalí";49,3
"2012";6108;"Machalí";"Rancagua - Machalí";50,5
"2012";7101;"Talca";"Talca - Maule";50,4
"2012";7105;"Maule";"Talca - Maule";42,9
"2012";8101;"Concepción";"Gran Concepcion";51
"2012";8102;"Coronel";"Gran Concepcion";52,9
"2012";8103;"Chiguayante";"Gran Concepcion";53,3
"2012";8106;"Lota";"Gran Concepcion";52,9
"2012";8107;"Penco";"Gran Concepcion";54
"2012";8108;"San Pedro de la Paz";"Gran Concepcion";53,4
"2012";8110;"Talcahuano";"Gran Concepcion";50,9
"2012";8111;"Tomé";"Gran Concepcion";56,7
"2012";8112;"Hualpén";"Gran Concepcion";52
"2012";9101;"Temuco";"Temuco";52,1
"2012";9112;"Padre Las Casas";"Temuco";54,6
"2012";10101;"Puerto Montt";"Puerto Montt - Varas";52,4
"2012";10109;"Puerto Varas";"Puerto Montt - Varas";49,9
"2012";11101;"Coihaique";"Coyhaique";55,1
"2012";12101;"Punta Arenas";"Punta Arenas";57,2
"2012";13101;"Santiago";"Gran Santiago";47,7
"2012";13102;"Cerrillos";"Gran Santiago";47,9
"2012";13103;"Cerro Navia";"Gran Santiago";53,6
"2012";13104;"Conchalí";"Gran Santiago";51
"2012";13105;"El Bosque";"Gran Santiago";49,3
"2012";13106;"Estación Central";"Gran Santiago";50,1
"2012";13107;"Huechuraba";"Gran Santiago";46,4
"2012";13108;"Independencia";"Gran Santiago";46
"2012";13109;"La Cisterna";"Gran Santiago";49,9
"2012";13110;"La Florida";"Gran Santiago";48,2
"2012";13111;"La Granja";"Gran Santiago";47,2
"2012";13112;"La Pintana";"Gran Santiago";49,2
"2012";13113;"La Reina";"Gran Santiago";46,1
"2012";13114;"Las Condes";"Gran Santiago";44,6
"2012";13115;"Lo Barnechea";"Gran Santiago";47,6
"2012";13116;"Lo Espejo";"Gran Santiago";47,9
"2012";13117;"Lo Prado";"Gran Santiago";47,6
"2012";13118;"Macul";"Gran Santiago";49,4
"2012";13119;"Maipú";"Gran Santiago";47,6
"2012";13120;"Ñuñoa";"Gran Santiago";46,1
"2012";13121;"Pedro Aguirre Cerda";"Gran Santiago";49,7
"2012";13122;"Peñalolén";"Gran Santiago";49,1
"2012";13123;"Providencia";"Gran Santiago";46,3
"2012";13124;"Pudahuel";"Gran Santiago";48,9
"2012";13125;"Quilicura";"Gran Santiago";47,4
"2012";13126;"Quinta Normal";"Gran Santiago";48,6
"2012";13127;"Recoleta";"Gran Santiago";46,2
"2012";13128;"Renca";"Gran Santiago";48,4
"2012";13129;"San Joaquín";"Gran Santiago";52
"2012";13130;"San Miguel";"Gran Santiago";45,3
"2012";13131;"San Ramón";"Gran Santiago";42,4
"2012";13132;"Vitacura";"Gran Santiago";33,9
"2012";13201;"Puente Alto";"Gran Santiago";46,9
"2012";13401;"San Bernardo";"Gran Santiago";49,9
"2012";14101;"Valdivia";"Valdivia";46,6
"2012";15101;"Arica";"Arica";41,4
"2012";16101;"Chillán";"Chillán";44,7
"2012";16102;"Bulnes";"Chillán";39,4
"2012";16103;"Chillán Viejo";"Chillán";45,6
"2012";16301;"San Carlos";"Chillán";51,2
"2012";16305;"San Nicolás";"Chillán";56,2
