"agno";"comuna";"nom_com";"city";"dato"
"2018";1101;"Iquique";"Iquique - Alto Hospicio";46,6
"2018";1107;"Alto Hospicio";"Iquique - Alto Hospicio";51,5
"2018";2101;"Antofagasta";"Antofagasta";45
"2018";3101;"Copiapó";"Copiapo";45,4
"2018";4101;"La Serena";"Gran Coquimbo";49,5
"2018";4102;"Coquimbo";"Gran Coquimbo";49,9
"2018";5101;"Valparaíso";"Valparaíso Metropolitano";50,3
"2018";5103;"Concón";"Valparaíso Metropolitano";52,2
"2018";5109;"Viña del Mar";"Valparaíso Metropolitano";50,2
"2018";5801;"Quilpué";"Valparaíso Metropolitano";46,7
"2018";5804;"Villa Alemana";"Valparaíso Metropolitano";47,7
"2018";6101;"Rancagua";"Rancagua - Machalí";51,5
"2018";6108;"Machalí";"Rancagua - Machalí";49,4
"2018";7101;"Talca";"Talca - Maule";53,6
"2018";7105;"Maule";"Talca - Maule";66,1
"2018";8101;"Concepción";"Gran Concepcion";52,8
"2018";8102;"Coronel";"Gran Concepcion";51,2
"2018";8103;"Chiguayante";"Gran Concepcion";60,8
"2018";8106;"Lota";"Gran Concepcion";60,1
"2018";8107;"Penco";"Gran Concepcion";53,7
"2018";8108;"San Pedro de la Paz";"Gran Concepcion";46,5
"2018";8110;"Talcahuano";"Gran Concepcion";56,5
"2018";8111;"Tomé";"Gran Concepcion";52,2
"2018";8112;"Hualpén";"Gran Concepcion";54,6
"2018";9101;"Temuco";"Temuco";54
"2018";9112;"Padre Las Casas";"Temuco";54,2
"2018";10101;"Puerto Montt";"Puerto Montt - Varas";54,7
"2018";10109;"Puerto Varas";"Puerto Montt - Varas";52
"2018";11101;"Coihaique";"Coyhaique";55,9
"2018";12101;"Punta Arenas";"Punta Arenas";54,8
"2018";13101;"Santiago";"Gran Santiago";46
"2018";13102;"Cerrillos";"Gran Santiago";47
"2018";13103;"Cerro Navia";"Gran Santiago";49,8
"2018";13104;"Conchalí";"Gran Santiago";50,1
"2018";13105;"El Bosque";"Gran Santiago";51
"2018";13106;"Estación Central";"Gran Santiago";46,9
"2018";13107;"Huechuraba";"Gran Santiago";47,2
"2018";13108;"Independencia";"Gran Santiago";45,8
"2018";13109;"La Cisterna";"Gran Santiago";44,1
"2018";13110;"La Florida";"Gran Santiago";46,2
"2018";13111;"La Granja";"Gran Santiago";46,8
"2018";13112;"La Pintana";"Gran Santiago";51,2
"2018";13113;"La Reina";"Gran Santiago";50,2
"2018";13114;"Las Condes";"Gran Santiago";41,4
"2018";13115;"Lo Barnechea";"Gran Santiago";49,9
"2018";13116;"Lo Espejo";"Gran Santiago";49,5
"2018";13117;"Lo Prado";"Gran Santiago";47,5
"2018";13118;"Macul";"Gran Santiago";49
"2018";13119;"Maipú";"Gran Santiago";49,5
"2018";13120;"Ñuñoa";"Gran Santiago";44,6
"2018";13121;"Pedro Aguirre Cerda";"Gran Santiago";46,1
"2018";13122;"Peñalolén";"Gran Santiago";51,5
"2018";13123;"Providencia";"Gran Santiago";44,1
"2018";13124;"Pudahuel";"Gran Santiago";50
"2018";13125;"Quilicura";"Gran Santiago";46,4
"2018";13126;"Quinta Normal";"Gran Santiago";45,4
"2018";13127;"Recoleta";"Gran Santiago";45,5
"2018";13128;"Renca";"Gran Santiago";48,7
"2018";13129;"San Joaquín";"Gran Santiago";49,1
"2018";13130;"San Miguel";"Gran Santiago";45,8
"2018";13131;"San Ramón";"Gran Santiago";52,5
"2018";13132;"Vitacura";"Gran Santiago";33,4
"2018";13201;"Puente Alto";"Gran Santiago";49,1
"2018";13401;"San Bernardo";"Gran Santiago";49,4
"2018";14101;"Valdivia";"Valdivia";55,3
"2018";15101;"Arica";"Arica";48,4
"2018";16101;"Chillán";"Chillán";52,7
"2018";16102;"Bulnes";"Chillán";43,8
"2018";16103;"Chillán Viejo";"Chillán";54,3
"2018";16301;"San Carlos";"Chillán";55,9
"2018";16305;"San Nicolás";"Chillán";43,7
