"agno";"comuna";"nom_com";"city";"dato"
"2011";1101;"Iquique";"Iquique - Alto Hospicio";44,6
"2011";1107;"Alto Hospicio";"Iquique - Alto Hospicio";48,4
"2011";2101;"Antofagasta";"Antofagasta";46,5
"2011";3101;"Copiapó";"Copiapo";47,6
"2011";4101;"La Serena";"Gran Coquimbo";48,8
"2011";4102;"Coquimbo";"Gran Coquimbo";51
"2011";5101;"Valparaíso";"Valparaíso Metropolitano";50,6
"2011";5103;"Concón";"Valparaíso Metropolitano";51
"2011";5109;"Viña del Mar";"Valparaíso Metropolitano";50
"2011";5801;"Quilpué";"Valparaíso Metropolitano";44,6
"2011";5804;"Villa Alemana";"Valparaíso Metropolitano";43,3
"2011";6101;"Rancagua";"Rancagua - Machalí";51,2
"2011";6108;"Machalí";"Rancagua - Machalí";44,2
"2011";7101;"Talca";"Talca - Maule";51,3
"2011";7105;"Maule";"Talca - Maule";51,1
"2011";8101;"Concepción";"Gran Concepcion";51,2
"2011";8102;"Coronel";"Gran Concepcion";51
"2011";8103;"Chiguayante";"Gran Concepcion";53,8
"2011";8106;"Lota";"Gran Concepcion";57,3
"2011";8107;"Penco";"Gran Concepcion";48,9
"2011";8108;"San Pedro de la Paz";"Gran Concepcion";47,8
"2011";8110;"Talcahuano";"Gran Concepcion";50,2
"2011";8111;"Tomé";"Gran Concepcion";53,4
"2011";8112;"Hualpén";"Gran Concepcion";53,9
"2011";9101;"Temuco";"Temuco";52,6
"2011";9112;"Padre Las Casas";"Temuco";54,5
"2011";10101;"Puerto Montt";"Puerto Montt - Varas";49,2
"2011";10109;"Puerto Varas";"Puerto Montt - Varas";58,7
"2011";11101;"Coihaique";"Coyhaique";54,7
"2011";12101;"Punta Arenas";"Punta Arenas";55,1
"2011";13101;"Santiago";"Gran Santiago";48,4
"2011";13102;"Cerrillos";"Gran Santiago";51,1
"2011";13103;"Cerro Navia";"Gran Santiago";47,5
"2011";13104;"Conchalí";"Gran Santiago";48,8
"2011";13105;"El Bosque";"Gran Santiago";51,9
"2011";13106;"Estación Central";"Gran Santiago";46,6
"2011";13107;"Huechuraba";"Gran Santiago";45,6
"2011";13108;"Independencia";"Gran Santiago";44,5
"2011";13109;"La Cisterna";"Gran Santiago";47,5
"2011";13110;"La Florida";"Gran Santiago";48
"2011";13111;"La Granja";"Gran Santiago";48,3
"2011";13112;"La Pintana";"Gran Santiago";49,2
"2011";13113;"La Reina";"Gran Santiago";43,3
"2011";13114;"Las Condes";"Gran Santiago";48,8
"2011";13115;"Lo Barnechea";"Gran Santiago";44,8
"2011";13116;"Lo Espejo";"Gran Santiago";52,3
"2011";13117;"Lo Prado";"Gran Santiago";47,8
"2011";13118;"Macul";"Gran Santiago";45
"2011";13119;"Maipú";"Gran Santiago";49,4
"2011";13120;"Ñuñoa";"Gran Santiago";45,1
"2011";13121;"Pedro Aguirre Cerda";"Gran Santiago";49,9
"2011";13122;"Peñalolén";"Gran Santiago";45,9
"2011";13123;"Providencia";"Gran Santiago";41,4
"2011";13124;"Pudahuel";"Gran Santiago";49,6
"2011";13125;"Quilicura";"Gran Santiago";44,6
"2011";13126;"Quinta Normal";"Gran Santiago";50,3
"2011";13127;"Recoleta";"Gran Santiago";47,9
"2011";13128;"Renca";"Gran Santiago";48
"2011";13129;"San Joaquín";"Gran Santiago";43,3
"2011";13130;"San Miguel";"Gran Santiago";44,9
"2011";13131;"San Ramón";"Gran Santiago";45,5
"2011";13132;"Vitacura";"Gran Santiago";42,1
"2011";13201;"Puente Alto";"Gran Santiago";45,7
"2011";13401;"San Bernardo";"Gran Santiago";49,6
"2011";14101;"Valdivia";"Valdivia";54,4
"2011";15101;"Arica";"Arica";49,6
"2011";16101;"Chillán";"Chillán";50,3
"2011";16102;"Bulnes";"Chillán";54,5
"2011";16103;"Chillán Viejo";"Chillán";55,3
"2011";16301;"San Carlos";"Chillán";56,6
"2011";16305;"San Nicolás";"Chillán";50
